pressure_bar,temperature_K,H2O_D1mm_timescale_s,H2O_D2mm_timescale_s,H2O_D5mm_timescale_s,H2O_D10mm_timescale_s,NH3_D1mm_timescale_s,NH3_D2mm_timescale_s,NH3_D5mm_timescale_s,NH3_D10mm_timescale_s,realistic_pressure_bar,H2O_realistic_timescale_s,NH3_realistic_timescale_s
3.61849876e+01,4.48762455e+02,1.00605738e+00,4.02422953e+00,2.51514346e+01,1.00605738e+02,1.81858253e-01,7.27433011e-01,4.54645632e+00,1.81858253e+01,nan,nan,nan
3.70306958e+01,4.51734452e+02,9.47485035e-01,3.78994014e+00,2.36871259e+01,9.47485035e+01,1.79361366e-01,7.17445465e-01,4.48403415e+00,1.79361366e+01,nan,nan,nan
3.78961698e+01,4.54726132e+02,8.92907049e-01,3.57162820e+00,2.23226762e+01,8.92907049e+01,1.76965720e-01,7.07862881e-01,4.42414301e+00,1.76965720e+01,nan,nan,nan
3.87818715e+01,4.57737624e+02,8.42020294e-01,3.36808118e+00,2.10505074e+01,8.42020294e+01,1.74667727e-01,6.98670907e-01,4.36669317e+00,1.74667727e+01,nan,nan,nan
3.96882735e+01,4.60769061e+02,7.94546690e-01,3.17818676e+00,1.98636672e+01,7.94546690e+01,1.72463974e-01,6.89855896e-01,4.31159935e+00,1.72463974e+01,nan,nan,nan
4.06158599e+01,4.63820573e+02,7.50230986e-01,3.00092395e+00,1.87557747e+01,7.50230986e+01,1.70351218e-01,6.81404873e-01,4.25878046e+00,1.70351218e+01,nan,nan,nan
4.15651256e+01,4.66892295e+02,7.08838748e-01,2.83535499e+00,1.77209687e+01,7.08838748e+01,1.68326375e-01,6.73305502e-01,4.20815938e+00,1.68326375e+01,nan,nan,nan
4.25365773e+01,4.69984359e+02,6.70154530e-01,2.68061812e+00,1.67538633e+01,6.70154530e+01,1.66386513e-01,6.65546052e-01,4.15966283e+00,1.66386513e+01,nan,nan,nan
4.35307336e+01,4.73096902e+02,6.33980225e-01,2.53592090e+00,1.58495056e+01,6.33980225e+01,1.64528843e-01,6.58115371e-01,4.11322107e+00,1.64528843e+01,nan,nan,nan
4.45481252e+01,4.76230057e+02,6.00133561e-01,2.40053424e+00,1.50033390e+01,6.00133561e+01,1.62750713e-01,6.51002853e-01,4.06876783e+00,1.62750713e+01,nan,nan,nan
4.55892950e+01,4.79383962e+02,5.68446739e-01,2.27378696e+00,1.42111685e+01,5.68446739e+01,1.61049604e-01,6.44198415e-01,4.02624009e+00,1.61049604e+01,nan,nan,nan
4.66547988e+01,4.82558755e+02,5.38765196e-01,2.15506079e+00,1.34691299e+01,5.38765196e+01,1.59423117e-01,6.37692469e-01,3.98557793e+00,1.59423117e+01,nan,nan,nan
4.77452054e+01,4.85754573e+02,5.10946481e-01,2.04378592e+00,1.27736620e+01,5.10946481e+01,1.57868976e-01,6.31475903e-01,3.94672440e+00,1.57868976e+01,nan,nan,nan
4.88610967e+01,4.88971556e+02,4.84859229e-01,1.93943692e+00,1.21214807e+01,4.84859229e+01,1.56385013e-01,6.25540053e-01,3.90962533e+00,1.56385013e+01,nan,nan,nan
5.00030684e+01,4.92209844e+02,4.60382235e-01,1.84152894e+00,1.15095559e+01,4.60382235e+01,1.54969172e-01,6.19876686e-01,3.87422929e+00,1.54969172e+01,nan,nan,nan
5.11717301e+01,4.95469577e+02,4.37403602e-01,1.74961441e+00,1.09350900e+01,4.37403602e+01,1.53619495e-01,6.14477978e-01,3.84048737e+00,1.53619495e+01,nan,nan,nan
5.23677054e+01,4.98750899e+02,4.15819972e-01,1.66327989e+00,1.03954993e+01,4.15819972e+01,1.52334125e-01,6.09336499e-01,3.80835312e+00,1.52334125e+01,nan,nan,nan
5.35916329e+01,5.02053952e+02,3.95535820e-01,1.58214328e+00,9.88839550e+00,3.95535820e+01,1.51111297e-01,6.04445188e-01,3.77778243e+00,1.51111297e+01,nan,nan,nan
5.48441658e+01,5.05378880e+02,3.76462817e-01,1.50585127e+00,9.41157042e+00,3.76462817e+01,1.49949337e-01,5.99797347e-01,3.74873342e+00,1.49949337e+01,nan,nan,nan
5.61259726e+01,5.08725828e+02,3.58519237e-01,1.43407695e+00,8.96298093e+00,3.58519237e+01,1.48846653e-01,5.95386614e-01,3.72116633e+00,1.48846653e+01,nan,nan,nan
5.74377375e+01,5.12094942e+02,3.41629431e-01,1.36651772e+00,8.54073578e+00,3.41629431e+01,1.47801739e-01,5.91206956e-01,3.69504348e+00,1.47801739e+01,nan,nan,nan
5.87801607e+01,5.15486367e+02,3.25723332e-01,1.30289333e+00,8.14308329e+00,3.25723332e+01,1.46813164e-01,5.87252655e-01,3.67032909e+00,1.46813164e+01,nan,nan,nan
6.01539588e+01,5.18900254e+02,3.10736010e-01,1.24294404e+00,7.76840026e+00,3.10736010e+01,1.45879572e-01,5.83518288e-01,3.64698930e+00,1.45879572e+01,nan,nan,nan
6.15598650e+01,5.22336749e+02,2.96607269e-01,1.18642908e+00,7.41518173e+00,2.96607269e+01,1.44999681e-01,5.79998723e-01,3.62499202e+00,1.44999681e+01,nan,nan,nan
6.29986298e+01,5.25796003e+02,2.83281266e-01,1.13312506e+00,7.08203165e+00,2.83281266e+01,1.44172275e-01,5.76689101e-01,3.60430688e+00,1.44172275e+01,nan,nan,nan
6.44710211e+01,5.29278166e+02,2.70706174e-01,1.08282470e+00,6.76765435e+00,2.70706174e+01,1.43396207e-01,5.73584828e-01,3.58490518e+00,1.43396207e+01,nan,nan,nan
6.59778248e+01,5.32783390e+02,2.58833868e-01,1.03533547e+00,6.47084669e+00,2.58833868e+01,1.42670391e-01,5.70681566e-01,3.56675978e+00,1.42670391e+01,nan,nan,nan
6.75198452e+01,5.36311829e+02,2.47619637e-01,9.90478546e-01,6.19049091e+00,2.47619637e+01,1.41993804e-01,5.67975217e-01,3.54984511e+00,1.41993804e+01,nan,nan,nan
6.90979055e+01,5.39863634e+02,2.37021921e-01,9.48087686e-01,5.92554804e+00,2.37021921e+01,1.41365481e-01,5.65461923e-01,3.53413702e+00,1.41365481e+01,nan,nan,nan
7.07128478e+01,5.43438963e+02,2.27002074e-01,9.08008295e-01,5.67505184e+00,2.27002074e+01,1.40784512e-01,5.63138049e-01,3.51961280e+00,1.40784512e+01,nan,nan,nan
7.23655342e+01,5.47037969e+02,2.17524133e-01,8.70096534e-01,5.43810334e+00,2.17524133e+01,1.40250044e-01,5.61000177e-01,3.50625111e+00,1.40250044e+01,nan,nan,nan
7.40568469e+01,5.50660810e+02,2.08554626e-01,8.34218504e-01,5.21386565e+00,2.08554626e+01,1.39761276e-01,5.59045104e-01,3.49403190e+00,1.39761276e+01,nan,nan,nan
7.57876886e+01,5.54307645e+02,2.00062375e-01,8.00249502e-01,5.00155939e+00,2.00062375e+01,1.39317456e-01,5.57269825e-01,3.48293641e+00,1.39317456e+01,nan,nan,nan
7.75589832e+01,5.57978631e+02,1.92018332e-01,7.68073330e-01,4.80045831e+00,1.92018332e+01,1.38917884e-01,5.55671534e-01,3.47294709e+00,1.38917884e+01,nan,nan,nan
7.93716762e+01,5.61673928e+02,1.84395416e-01,7.37581665e-01,4.60988541e+00,1.84395416e+01,1.38561904e-01,5.54247615e-01,3.46404759e+00,1.38561904e+01,nan,nan,nan
8.12267350e+01,5.65393698e+02,1.77168370e-01,7.08673479e-01,4.42920924e+00,1.77168370e+01,1.38248908e-01,5.52995634e-01,3.45622271e+00,1.38248908e+01,nan,nan,nan
8.31251499e+01,5.69138103e+02,1.70313625e-01,6.81254500e-01,4.25784063e+00,1.70313625e+01,1.37978334e-01,5.51913336e-01,3.44945835e+00,1.37978334e+01,nan,nan,nan
8.50679342e+01,5.72907306e+02,1.63809181e-01,6.55236724e-01,4.09522952e+00,1.63809181e+01,1.37749660e-01,5.50998638e-01,3.44374149e+00,1.37749660e+01,nan,nan,nan
8.70561248e+01,5.76701471e+02,1.57634489e-01,6.30537954e-01,3.94086221e+00,1.57634489e+01,1.37562407e-01,5.50249628e-01,3.43906018e+00,1.37562407e+01,nan,nan,nan
8.90907830e+01,5.80520764e+02,1.51770347e-01,6.07081389e-01,3.79425868e+00,1.51770347e+01,1.37416138e-01,5.49664553e-01,3.43540346e+00,1.37416138e+01,nan,nan,nan
9.11729948e+01,5.84365350e+02,1.46198808e-01,5.84795232e-01,3.65497020e+00,1.46198808e+01,1.37310456e-01,5.49241822e-01,3.43276139e+00,1.37310456e+01,nan,nan,nan
9.33038717e+01,5.88235397e+02,1.40903084e-01,5.63612334e-01,3.52257709e+00,1.40903084e+01,1.37244999e-01,5.48979997e-01,3.43112498e+00,1.37244999e+01,nan,nan,nan
9.54845510e+01,5.92131075e+02,1.35867467e-01,5.43469869e-01,3.39668668e+00,1.35867467e+01,1.37219448e-01,5.48877791e-01,3.43048619e+00,1.37219448e+01,nan,nan,nan
9.77161967e+01,5.96052552e+02,1.31077256e-01,5.24309024e-01,3.27693140e+00,1.31077256e+01,1.37233517e-01,5.48934066e-01,3.43083791e+00,1.37233517e+01,nan,nan,nan
1.00000000e+02,6.00000000e+02,1.26518681e-01,5.06074725e-01,3.16296703e+00,1.26518681e+01,1.37286957e-01,5.49147828e-01,3.43217393e+00,1.37286957e+01,nan,nan,nan
