level,-kappa-0.01_pressure_bar,-kappa-0.01_NH3_mean,-kappa-0.01_NH3_std,-kappa-0.01_NH3_s__mean,-kappa-0.01_NH3_s__std,-kappa-0.01_NH3_s_p__mean,-kappa-0.01_NH3_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_NH3_mean,-kappa-0.1_NH3_std,-kappa-0.1_NH3_s__mean,-kappa-0.1_NH3_s__std,-kappa-0.1_NH3_s_p__mean,-kappa-0.1_NH3_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_NH3_mean,-kappa-1.0_NH3_std,-kappa-1.0_NH3_s__mean,-kappa-1.0_NH3_s__std,-kappa-1.0_NH3_s_p__mean,-kappa-1.0_NH3_s_p__std
57,10.84824277090625,0.0025845955002319534,4.517449655044613e-05,0.0,0.0,3.200607821741563e-18,4.9967060593108145e-18,10.8481492380375,0.002578430077403318,3.898573562744742e-05,0.0,0.0,2.5568817164230202e-18,2.2931404803252833e-18,10.85833066309375,0.0026587854470161254,5.2030554385390765e-05,0.0,0.0,1.4995591882348273e-18,2.2323569023164904e-18
58,10.274006894846876,0.0025877306074951778,4.9453898945895914e-05,0.0,0.0,4.49382410315744e-17,7.02058757087686e-17,10.27396785591875,0.0025826491375721527,4.466084693458318e-05,0.0,0.0,3.5894149912559484e-17,3.220853980442173e-17,10.284010981815625,0.0026601270532654597,5.258422950300644e-05,0.0,0.0,2.105271960589907e-17,3.1347307419978293e-17
59,9.721834161581251,0.002593249687778298,5.7024842066435875e-05,0.0,0.0,6.220582610871841e-16,9.72345911929025e-16,9.721933362203124,0.0025933835948561317,5.869530227623331e-05,0.0,0.0,4.968900710056833e-16,4.4612188952092595e-16,9.731724166290626,0.0026681049987790175,5.6666100633379236e-05,0.0,0.0,2.913899884144954e-16,4.339677055249526e-16
60,9.19121918725,0.0026039550155063625,7.079317170613223e-05,0.0,0.0,8.446554583280918e-15,1.320426967665723e-14,9.19163550598125,0.002615615741336951,8.271925583781462e-05,0.0,0.0,6.749261730030561e-15,6.063725932642676e-15,9.201054979490625,0.002691659203718882,6.982618454255491e-05,0.0,0.0,3.956861322773076e-15,5.8941612403710195e-15
61,8.681709074365624,0.002626586097124964,9.443504947664121e-05,0.0,0.0,1.1168145743006202e-13,1.7435553281857031e-13,8.682690592203125,0.0026643654574174435,0.0001265369219163357,0.0,0.0,8.922857243074483e-14,8.021984713747709e-14,8.691740064743751,0.002761579307835782,0.00011728568663562431,0.0,0.0,5.233267924250807e-14,7.79808964604291e-14
62,8.19302073476875,0.002688395044532372,0.00013216027670876978,0.0,0.0,1.4221575038209601e-12,2.20791637226701e-12,8.19469059503125,0.0027725974982674233,0.00019147318162323644,0.0,0.0,1.1327108539124312e-12,1.018486750649818e-12,8.203532576425,0.0029377354920085055,0.00020702802988347403,0.0,0.0,6.657522683108202e-13,9.92906031991971e-13
63,7.725021874315624,0.0028950529452005866,0.00019485714907062536,0.0,0.0,1.712065402464859e-11,2.6209668420515658e-11,7.7271344351875,0.0029582722787873353,0.000195504080616124,0.0,0.0,1.3526037317624467e-11,1.2148693607381634e-11,7.735906679771875,0.0032235600767680445,0.00024391356166552313,0.0,0.0,7.978090460603243e-12,1.192103966848199e-11
64,7.277107557959375,0.0033292395528790077,0.00025942523693178466,0.0,0.0,1.8863882362101927e-10,2.817838829918647e-10,7.279310514190626,0.003211590031806845,0.000145794282356427,0.0,0.0,1.4748891836682465e-10,1.3216186953189448e-10,7.28799389190625,0.0035270283531595487,0.00021382391377999384,0.0,0.0,8.738450881340325e-11,1.309128294018471e-10
65,6.848314649303124,0.0038259396864392327,0.00028922117963092796,0.0,0.0,1.7943505611538943e-09,2.5855293966858025e-09,6.8504630220875,0.003479635372305056,0.00015683959581763463,0.0,0.0,1.4014961793256366e-09,1.2512395175060962e-09,6.8589402536875,0.003760008640255546,0.00020980673018257883,0.0,0.0,8.352241821889218e-10,1.2536783790566896e-09
66,6.438047367425,0.0041558819326804955,0.00034432630926375745,0.0,0.0,1.3431253259786012e-08,1.8257008335013364e-08,6.4400665437999995,0.0037251253166433887,0.00027162763028865415,0.0,0.0,1.079156325050081e-08,9.547921435922666e-09,6.448227444721875,0.0038588819720188623,0.000343093128543994,0.0,0.0,6.45829897921726e-09,9.669494921502356e-09
