level,-kappa-0.01_pressure_bar,-kappa-0.01_NH3_mean,-kappa-0.01_NH3_std,-kappa-0.01_NH3_s__mean,-kappa-0.01_NH3_s__std,-kappa-0.01_NH3_s_p__mean,-kappa-0.01_NH3_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_NH3_mean,-kappa-0.1_NH3_std,-kappa-0.1_NH3_s__mean,-kappa-0.1_NH3_s__std,-kappa-0.1_NH3_s_p__mean,-kappa-0.1_NH3_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_NH3_mean,-kappa-1.0_NH3_std,-kappa-1.0_NH3_s__mean,-kappa-1.0_NH3_s__std,-kappa-1.0_NH3_s_p__mean,-kappa-1.0_NH3_s_p__std,-kappa-10.0_pressure_bar,-kappa-10.0_NH3_mean,-kappa-10.0_NH3_std,-kappa-10.0_NH3_s__mean,-kappa-10.0_NH3_s__std,-kappa-10.0_NH3_s_p__mean,-kappa-10.0_NH3_s_p__std,-kappa-50.0_pressure_bar,-kappa-50.0_NH3_mean,-kappa-50.0_NH3_std,-kappa-50.0_NH3_s__mean,-kappa-50.0_NH3_s__std,-kappa-50.0_NH3_s_p__mean,-kappa-50.0_NH3_s_p__std,-kappa-100.0_pressure_bar,-kappa-100.0_NH3_mean,-kappa-100.0_NH3_std,-kappa-100.0_NH3_s__mean,-kappa-100.0_NH3_s__std,-kappa-100.0_NH3_s_p__mean,-kappa-100.0_NH3_s_p__std
49,16.273271490625,0.0025226246495731173,1.4699591160892523e-06,0.0,0.0,9.431275472720722e-28,8.033881400955472e-28,16.281466886875002,0.0025411215169588103,5.440202635405052e-06,0.0,0.0,2.239089524502783e-27,8.898536635944734e-27,16.288794791875,0.0025527009716024623,6.88350015041479e-06,0.0,0.0,8.072794916879144e-28,2.9177936721471802e-27,17.885714180625,0.0039061799098271876,9.562996631884e-06,0.0,0.0,4.3120680643691335e-35,1.1518185720146367e-34,21.366466375,0.002517434850684367,1.1130613753179766e-10,0.0,0.0,0.0,0.0,24.069625125,0.002517435234040022,0.0,0.0,0.0,0.0,0.0
50,15.504160099375001,0.0025226070524659006,1.5342034834561362e-06,0.0,0.0,1.366807411939869e-26,1.1536711577685579e-26,15.512088648125001,0.0025411352097289637,5.567593768182305e-06,0.0,0.0,3.25087470254651e-26,1.2935777846763088e-25,15.519288898125,0.0025526679356116804,7.016140243169063e-06,0.0,0.0,1.1681460990653196e-26,4.2737510644887056e-26,17.107708884375,0.0039048232996137812,9.252814296585246e-06,0.0,0.0,6.248176199780457e-34,1.6584427289474538e-33,20.616200875,0.00251743478118442,6.983949114554862e-11,0.0,0.0,0.0,0.0,23.337538624999997,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0
51,14.76136981375,0.0025225875661708413,1.5683208479548706e-06,0.0,0.0,1.9787839532848396e-25,1.657445691324145e-25,14.769037525,0.002541172699769959,5.865370028173095e-06,0.0,0.0,4.714314407905779e-25,1.8791717939735494e-24,14.7761056475,0.002552648954675533,7.188249739569764e-06,0.0,0.0,1.6881221777939206e-25,6.25005313189709e-25,16.354187733125,0.003903990555787459,8.63513683565281e-06,0.0,0.0,9.049741064952177e-33,2.386068813384986e-32,19.8881511875,0.002517434774897993,2.0126266550405328e-10,0.0,0.0,0.0,0.0,22.626332374999997,0.0025174348938744517,1.1606064613318017e-10,0.0,0.0,0.0,0.0
52,14.044353818125,0.0025225737564032896,1.6095968650474334e-06,0.0,0.0,2.8603641431208395e-24,2.380726840311272e-24,14.0517672575,0.002541268537985161,6.297313749413518e-06,0.0,0.0,6.824911612724792e-24,2.726359454653959e-23,14.058698680000001,0.002552628742530942,7.368568694599207e-06,0.0,0.0,2.435079061087135e-24,9.120196250958378e-24,15.624680624375001,0.0039033185974694786,8.645601075459831e-06,0.0,0.0,1.310178987695499e-31,3.4313983980746164e-31,19.181779625,0.0025174345856066793,4.971234131919662e-10,0.0,0.0,0.0,0.0,21.93544375,0.002517435778048821,1.1001531247875234e-10,0.0,0.0,0.0,0.0
53,13.35256786,0.0025225624090526254,1.6751379106773923e-06,0.0,0.0,4.125645722011969e-23,3.4161889165214757e-23,13.35973314375,0.0025414368476485835,6.839635468654443e-06,0.0,0.0,9.856590471175697e-23,3.9470388493761197e-22,13.366522430624999,0.0025526266961824148,7.625324530708635e-06,0.0,0.0,3.503731752837193e-23,1.3268785651457273e-22,14.918720539375002,0.003902636918472126,8.841965568021386e-06,0.0,0.0,1.8959070545827733e-30,4.9337022668675895e-30,18.496560062500002,0.0025174349941080435,1.1940959606518545e-09,0.0,0.0,0.0,0.0,21.264324,0.0025174341035308317,8.186232390792331e-11,0.0,0.0,0.0,0.0
54,12.6854709775,0.002522553481743671,1.76627846996926e-06,0.0,0.0,5.93252000592752e-22,4.892136909099662e-22,12.692393917499999,0.002541677937027998,7.5672397105849106e-06,0.0,0.0,1.4187742753576041e-21,5.6958396524299934e-21,12.6990381075,0.0025526818686630575,7.997440113060247e-06,0.0,0.0,5.024383427701111e-22,1.92286492377821e-21,14.235846034375001,0.0039019478561822325,8.758421921627871e-06,0.0,0.0,2.7417315890403457e-29,7.091632401853131e-29,17.8319765,0.0025174339986406267,2.3222025101157614e-09,0.0,0.0,0.0,0.0,20.612439360625,0.002517435735324398,1.2658601904775314e-10,0.0,0.0,0.0,0.0
55,12.042527353125001,0.0025225371447158977,1.936925297938676e-06,0.0,0.0,8.495164506394076e-21,6.98283956270388e-21,12.049213876875001,0.002541991178877652,8.427834880109894e-06,0.0,0.0,2.0331225909168016e-20,8.183284694907738e-20,12.055705940000001,0.002552812955225818,8.493501950098934e-06,0.0,0.0,7.172660143702018e-21,2.7721991555915e-20,13.575597603124999,0.003901070299441926,8.794046959277805e-06,0.0,0.0,3.9615262989388115e-28,1.0188148770982193e-27,17.18752373625,0.002517435152665712,3.768458369938694e-09,0.0,0.0,0.0,0.0,19.979269438125,0.0025174356283387167,2.9410093325898196e-10,0.0,0.0,0.0,0.0
56,11.423204781875,0.002522524381056428,2.1847385484957918e-06,0.0,0.0,1.2096127043353514e-19,9.918438217880724e-20,11.429661202499998,0.002542381014209241,9.379529540748498e-06,0.0,0.0,2.896130950624169e-19,1.1687554093775917e-18,11.4359945275,0.0025530094102723523,9.203011764011069e-06,0.0,0.0,1.0178303146864932e-19,3.969900368959473e-19,12.937521394374999,0.0038999563999241216,9.184965936028582e-06,0.0,0.0,5.717776978922826e-27,1.462580267665159e-26,16.56270674875,0.002517433555913158,5.378248993463737e-09,0.0,0.0,0.0,0.0,19.3643086875,0.002517431976739317,3.832805413283113e-10,0.0,0.0,0.0,0.0
57,10.826971908125,0.0025224961313651873,2.4137931381221383e-06,0.0,0.0,1.7092117145556067e-18,1.3990000002661963e-18,10.83320386625,0.0025429071232210844,1.025173511620267e-05,0.0,0.0,4.0926152525037944e-18,1.655978495671716e-17,10.839372735,0.0025533101218752565,1.0198959332915446e-05,0.0,0.0,1.4328932526335728e-18,5.6354026094272114e-18,12.321167215625001,0.0038988667645025996,1.0085112522909812e-05,0.0,0.0,8.24097745997674e-26,2.0974080015605014e-25,15.95703975875,0.0025174322446109725,1.2999977046779826e-08,0.0,0.0,0.0,0.0,18.7670639875,0.00251743833150249,1.2917881341930874e-09,0.0,0.0,0.0,0.0
58,10.25330550375,0.002522462317487225,2.591933803637471e-06,0.0,0.0,2.390375501696358e-17,1.954043300084752e-17,10.2593185740625,0.0025437176186824217,1.1884375463615373e-05,0.0,0.0,5.72184896024987e-17,2.3209629032309977e-16,10.265312450625,0.0025539497587597,1.206513157583906e-05,0.0,0.0,1.996023932345951e-17,7.908046512312985e-17,11.726084366875,0.003898105283500627,1.0622479700587511e-05,0.0,0.0,1.1856011418237973e-24,3.0034653740047584e-24,15.370047609999999,0.0025174435091903434,2.2463914221284612e-08,0.0,0.0,0.0,0.0,18.18705556625,0.0025174363082041966,1.926750848433518e-09,0.0,0.0,0.0,0.0
59,9.701668794062499,0.002522326971637085,2.8821958631825937e-06,0.0,0.0,3.296722931594315e-16,2.692611457810934e-16,9.70747310875,0.0025453160867327826,1.5881346706860693e-05,0.0,0.0,7.88593652690148e-16,3.205549643726121e-15,9.713284523437501,0.002555399652803317,1.574384889890028e-05,0.0,0.0,2.7416352039730113e-16,1.0929524038263965e-15,11.151823198125,0.003897609800216742,1.1083118272996408e-05,0.0,0.0,1.7016568275888715e-23,4.292549149737872e-23,14.801262439375,0.002517404628335498,5.532430684546535e-08,0.0,0.0,0.0,0.0,17.623815834375,0.002517422810313292,1.2434018032101308e-08,0.0,0.0,0.0,0.0
60,9.171533711875,0.002522286292980425,3.829266223986275e-06,0.0,0.0,4.461555696066904e-15,3.641957042158924e-15,9.1771432725,0.002549601210746914,3.0378886108869785e-05,0.0,0.0,1.066187681507313e-14,4.341511461792771e-14,9.1827685790625,0.002558857467956841,2.2149595455076977e-05,0.0,0.0,3.695185745523818e-15,1.4803874933157822e-14,10.597939236250001,0.0038971101080533116,1.1567432198302063e-05,0.0,0.0,2.434835321348688e-22,6.118510100305706e-22,14.25022812875,0.002517401514109224,6.576066519931493e-08,0.0,0.0,0.0,0.0,17.076890245,0.002517432179185562,3.5421922407887716e-08,0.0,0.0,0.0,0.0
61,8.662336561875,0.0025216179091949015,6.020091175534057e-06,0.0,0.0,5.884248236704894e-14,4.80225849577907e-14,8.66781616375,0.002562819165526889,5.1313475184006755e-05,0.0,0.0,1.404806545948009e-13,5.726815511560706e-13,8.6732522328125,0.0025712523212423548,3.812447256439725e-05,0.0,0.0,4.8544931514987076e-14,1.9514471333579263e-13,10.0639907115625,0.003896434026886709,1.2010551335646398e-05,0.0,0.0,3.469949574818435e-21,8.689550156795715e-21,13.716496810625,0.0025174243587534873,7.250889282165686e-08,0.0,0.0,0.0,0.0,16.545835051875,0.0025174551118398087,7.391205939793333e-09,0.0,0.0,0.0,0.0
62,8.1738063775,0.002524575290153734,1.2619584933690354e-05,0.0,0.0,7.504346063490013e-13,6.125310105937367e-13,8.1794214740625,0.0026193752977997065,8.43488107696984e-05,0.0,0.0,1.7887780336539907e-12,7.287748833466808e-12,8.184672235312501,0.0026304816663032396,8.288167457138403e-05,0.0,0.0,6.167718795700541e-13,2.4825265320879527e-12,9.5495396178125,0.0038954722778871656,1.2445394400515463e-05,0.0,0.0,4.9191752801859865e-20,1.2280505160705056e-19,13.199627135,0.00251745734072756,1.4173451421330519e-07,0.0,0.0,0.0,0.0,16.030219376875,0.002517411599867046,1.1776554475188314e-08,0.0,0.0,0.0,0.0
63,7.7062161125,0.0025388865792192517,3.7307576706315793e-05,0.0,0.0,9.134887623998659e-12,7.455139882895477e-12,7.712323415625,0.002767207890865393,0.0001362133784751158,0.0,0.0,2.1634419912061937e-11,8.718245622060973e-11,7.7174710821875,0.0027896192523185165,0.0001510751037161038,0.0,0.0,7.484015322841975e-12,3.017775809820295e-11,9.0541506565625,0.003894529610173777,1.2815418248939546e-05,0.0,0.0,6.9255676249081125e-19,1.724150111565334e-18,12.69918673375,0.0025174838381353767,4.236456349096178e-07,0.0,0.0,0.0,0.0,15.52962361,0.002517395910224877,1.197938295178695e-08,0.0,0.0,0.0,0.0
64,7.259376331874999,0.002575398591114208,9.947688400298474e-05,0.0,0.0,1.0366347928713119e-10,8.445765106971304e-11,7.266106143125,0.0029786379060242323,0.00020551703935082596,0.0,0.0,2.4183132355334893e-10,9.542069383578636e-10,7.2712724721874995,0.002995111829135567,0.0002304732227971028,0.0,0.0,8.455100912498814e-11,3.409583254965148e-10,8.577389813749999,0.003893995740218088,1.2552407566111983e-05,0.0,0.0,9.661115070842314e-18,2.399329642586293e-17,12.214755675625,0.0025177354650804773,1.1735112378059756e-06,0.0,0.0,0.0,0.0,15.043636910625,0.002517479966627434,2.8351608198334087e-08,0.0,0.0,0.0,0.0
65,6.832243220625,0.0026179456824902444,0.00016872178078367888,0.0,0.0,1.0498413486222103e-09,8.515607207397857e-10,6.839504506250001,0.003149625252233818,0.00027355117371495027,0.0,0.0,2.3977250774332695e-09,9.226089597000549e-09,6.844704115000001,0.0031362523403950034,0.00029619533527741636,0.0,0.0,8.491977396536148e-10,3.413986532530001e-09,8.1188256859375,0.003893699097679928,1.2497278165567072e-05,0.0,0.0,1.3313664134761998e-16,3.2998278054070117e-16,11.74592991125,0.0025215030988911167,5.308098409675329e-06,0.0,0.0,0.0,0.0,14.57185722,0.0025175373342353853,7.925788987473462e-08,0.0,0.0,0.0,0.0
66,6.4238038925000005,0.0026575378414127044,0.00020969683864683174,0.0,0.0,9.035134892310115e-09,7.270795539335534e-09,6.4314701040625,0.003203270647849422,0.0003535152179077608,0.0,0.0,1.9816169919260225e-08,7.417328036994423e-08,6.4366623653124995,0.0031298486655578018,0.00034645697615016106,0.0,0.0,7.11974956630666e-09,2.7973724487547394e-08,7.678023354687499,0.003893054721178487,1.2824953226582377e-05,0.0,0.0,1.8048594645921735e-15,4.46665855115019e-15,11.292329221874999,0.0025356132740853355,1.9388700626402806e-05,0.0,0.0,0.0,0.0,14.113897505625,0.002517316189710982,8.706678447303695e-08,0.0,0.0,0.0,0.0
67,6.033417850625001,0.002645522550679743,0.00025008129851439114,0.0,0.0,6.141471223153338e-08,4.8867133422475936e-08,6.0413436215625005,0.003071194605960045,0.0004530103185047772,0.0,0.0,1.2273382677892819e-07,4.435692870546063e-07,6.0464934503125,0.002899050181847997,0.0004006270799778888,0.0,0.0,4.561460993179334e-08,1.645931978884672e-07,7.254542734375,0.0038910040525952354,1.3558381629968349e-05,0.0,0.0,2.392381437876278e-14,5.914598274814427e-14,10.853621245,0.0025674277822254226,6.043740658086065e-05,0.0,0.0,0.0,0.0,13.6693901225,0.002516966048395261,6.9185627615225e-08,0.0,0.0,0.0,0.0
68,5.660571935,0.0024463352068560197,0.0003291592750130657,0.0,0.0,2.8280184338047574e-07,2.1785763618042902e-07,5.668670784375,0.002642683353566099,0.0005026762395898321,0.0,0.0,4.441434429443784e-07,1.4647204951628207e-06,5.673747830000001,0.0024484201277955434,0.00044065404483191516,0.0,0.0,1.8814565909232665e-07,5.818669045597617e-07,6.8479345559375,0.003884350311360322,1.673976202892767e-05,0.0,0.0,3.0753685546810725e-13,7.599419186065871e-13,10.429582676875,0.002698106883559376,0.0001915123698524095,0.0,0.0,0.0,0.0,13.2380001875,0.0025171652917051687,4.559353409489386e-08,0.0,0.0,0.0,0.0
69,5.304752993125001,0.0020142017343023327,0.0003883011088292183,0.0,0.0,7.138247124949259e-07,4.7471665515963796e-07,5.313002563125,0.0020296381324296816,0.000502399666694326,0.0,0.0,8.191983751965901e-07,2.4059478629047255e-06,5.31796584375,0.0019123425954312551,0.00044574471205351606,0.0,0.0,4.5635061491955785e-07,1.2714116496426365e-06,6.458046525625,0.003861314342007972,3.827808770338956e-05,0.0,0.0,3.795528132150497e-12,9.379002876368698e-12,10.020199375625,0.0028374523249221966,0.00037325536377524665,0.0,0.0,0.0,0.0,12.819468562499999,0.0025190636964980513,2.4370483404484852e-08,0.0,0.0,0.0,0.0
70,4.96544173484375,0.0015703750763641437,0.0004154296399756487,0.0,0.0,9.964154567470018e-07,5.265364726554328e-07,4.97383260125,0.001460694736975711,0.000459300870246847,0.0,0.0,1.1154511129965125e-06,2.894372833065572e-06,4.97865244765625,0.001438947706032195,0.00041772847305398045,0.0,0.0,7.215429792070103e-07,1.9413145477108456e-06,6.085301100625,0.0038157729974482206,8.45877774256785e-05,0.0,0.0,4.42569692297847e-11,1.0930927128497504e-10,9.6255035228125,0.003270523317740299,0.0007743559999921618,0.0,0.0,0.0,0.0,12.413721875,0.0025248952757101505,2.594741700408673e-08,0.0,0.0,0.0,0.0
71,4.6421085956249994,0.001245827436869149,0.0003862389844497222,0.0,0.0,1.2081074491590016e-06,5.715712330529075e-07,4.65062190875,0.0010463838564537583,0.00040790535978366317,0.0,0.0,1.4404357436566807e-06,3.52298110017432e-06,4.6552881965625,0.0010899484379333444,0.0003685410498470884,0.0,0.0,9.634121127287514e-07,2.5589280919296374e-06,5.7295583603125,0.0038043791311793028,0.00015149746028505145,0.0,0.0,4.729304534492305e-10,1.1654777287542271e-09,9.245195754687499,0.0034511690431972965,0.0010591934195412708,0.0,0.0,0.0,0.0,12.020860625,0.00253426404716447,2.9508256391003244e-08,0.0,0.0,0.0,0.0
72,4.334234725781251,0.0010554245478124357,0.000337210205064254,0.0,0.0,1.3328193093542495e-06,6.454753674518265e-07,4.34283291828125,0.0007895643100964662,0.000365968068143027,0.0,0.0,1.7202171899143999e-06,4.057929907421797e-06,4.347357488125,0.000865494110097643,0.00033158291130668595,0.0,0.0,1.1276446694764346e-06,2.8231300168098158e-06,5.389738056250001,0.003893085361807607,0.00023679094421280773,0.0,0.0,4.362467505052379e-09,1.0691237994153814e-08,8.8785929271875,0.004206057963892817,0.0018070571553696728,0.0,0.0,0.0,0.0,11.640802134374999,0.0025431098729604856,2.39137950175284e-08,0.0,0.0,0.0,0.0
73,4.041312438125,0.0009663561090856092,0.0003009897413986745,0.0,0.0,1.4061482130642844e-06,6.82589828366703e-07,4.049958179375,0.0006509634525864385,0.0003393181849757375,0.0,0.0,1.937255793095883e-06,4.456369344996164e-06,4.05435437296875,0.0007377786801880575,0.00031351081511271514,0.0,0.0,1.2378597497752292e-06,3.012790636807898e-06,5.0648453346875,0.003952417140710167,0.00032374920221783733,0.0,0.0,3.219598428202683e-08,7.810008719560241e-08,8.52488730125,0.004376795332063921,0.0016974567358923453,0.0,0.0,0.0,0.0,11.273102433124999,0.0025504224589094518,2.3802189467088852e-08,0.0,0.0,0.0,0.0
74,3.76285888734375,0.0009230338605266297,0.00027703965262915057,0.0,0.0,1.4804227501343803e-06,7.192636406142689e-07,3.77151956421875,0.0005737790228013182,0.0003203706732649628,0.0,0.0,2.102316429662203e-06,4.796090416546899e-06,3.77579776078125,0.0006736633453037939,0.00031029344674029055,0.0,0.0,1.3213362422656917e-06,3.192886286714902e-06,4.7543080075,0.003683861300931312,0.0003990419620718061,0.0,0.0,1.6120075837736465e-07,3.836984229594455e-07,8.18347663125,0.004079310454428196,0.0012359084936552427,0.0,0.0,0.0,0.0,10.917164,0.0025596943277632817,5.311316825474721e-08,0.0,0.0,0.0,0.0
75,3.49841418828125,0.0008929845587117598,0.00026101905632145957,0.0,0.0,1.5601712921551326e-06,7.586793522254778e-07,3.5070589325,0.0005258444733590295,0.00030938047833599115,0.0,0.0,2.241099399013991e-06,5.1212678418788375e-06,3.51122650546875,0.0006419778034614864,0.0003121125024473782,0.0,0.0,1.394973083031729e-06,3.362037371186111e-06,4.4578159596875,0.0029965131837525407,0.0004617130570882955,0.0,0.0,4.1857783280415683e-07,9.505798794144005e-07,7.8540019021875,0.003999330158461816,0.000834953606703471,0.0,0.0,0.0,0.0,10.5724240625,0.002572143573430367,1.4271866898694983e-07,0.0,0.0,0.0,0.0
76,3.24753297578125,0.0008721237891732017,0.00025675122402592774,0.0,0.0,1.645958601685038e-06,8.010924230186016e-07,3.25613448109375,0.0004987269239172747,0.0003111055335028438,0.0,0.0,2.376364540602446e-06,5.463869308086885e-06,3.2601952159375,0.000625757512771088,0.00031384305412961465,0.0,0.0,1.4673074781489926e-06,3.5259752067103077e-06,4.1750203984375,0.002316861273255199,0.0003930750958764947,0.0,0.0,5.997582109897866e-07,1.2772897259305173e-06,7.536150885,0.0035129874022677542,0.00040363486985727556,0.0,0.0,0.0,0.0,10.23840434375,0.0025818031321978197,2.0879879795551282e-07,0.0,0.0,0.0,0.0
77,3.0097805271875004,0.0008586967477895086,0.00025825170545724327,0.0,0.0,1.7384201487402606e-06,8.468145722575953e-07,3.01831504640625,0.0004826841734629852,0.0003179329991787459,0.0,0.0,2.5217078679370596e-06,5.836971319367346e-06,3.0222714357812497,0.0006116075327481667,0.00031181296573285167,0.0,0.0,1.5452669253156454e-06,3.702115786214576e-06,3.9054500604687497,0.0019511941558448599,0.00026253723293438697,0.0,0.0,6.933671611666073e-07,1.4485850021909803e-06,7.229572780624999,0.0031468349606730045,0.00013872596176222422,0.0,0.0,0.0,0.0,9.914680593749999,0.002583755958243273,1.822312009201951e-07,0.0,0.0,0.0,0.0
78,2.7847321026562497,0.0008478790825902252,0.0002570188888379324,0.0,0.0,1.8382747160501367e-06,8.962286424248904e-07,2.7931769409375,0.0004679043389878643,0.00032210299707868947,0.0,0.0,2.679853012348659e-06,6.245546979550957e-06,2.797030901875,0.0005949344509754155,0.00030945821936247895,0.0,0.0,1.6298997411240065e-06,3.893396994263875e-06,3.6486254378125,0.0018078612773679197,0.00017665756734648198,0.0,0.0,7.283417568027172e-07,1.5177107916139758e-06,6.9338474315625,0.002839891043957323,4.043412943788538e-05,0.0,0.0,0.0,0.0,9.60085246875,0.002582417264464311,1.2542752109092746e-07,0.0,0.0,0.0,0.0
79,2.57196899484375,0.0008400285566312959,0.00026224853962153975,0.0,0.0,1.946295941166909e-06,9.497300221218603e-07,2.580303653671875,0.000454063078861509,0.0003196357950522143,0.0,0.0,2.85231898708664e-06,6.694685746525182e-06,2.584056073359375,0.000575941748367768,0.00030785756897013563,0.0,0.0,1.7220712713626322e-06,4.102505498463304e-06,3.404125278125,0.001756448995321989,0.00013446016687440504,0.0,0.0,7.660023328924205e-07,1.591850108210665e-06,6.648532949375,0.0026661412437679246,1.2962463210277852e-05,0.0,0.0,0.0,0.0,9.296543749687501,0.0025803910022368657,6.403435557631293e-08,0.0,0.0,0.0,0.0
80,2.37107852421875,0.0008329007915745024,0.0002741932478487703,0.0,0.0,2.0633681982644704e-06,1.0077770883943296e-06,2.379284920390625,0.00044418644756297,0.00031709984729711663,0.0,0.0,3.040734473260373e-06,7.190525744017753e-06,2.38293595625,0.0005550499350902101,0.0003067487421524108,0.0,0.0,1.822685618220119e-06,4.332212683051717e-06,3.1715710940625,0.0017379179668496362,0.00011362008623270484,0.0,0.0,8.066903855538541e-07,1.6717931955393897e-06,6.3732323803124995,0.0026058991466416047,7.020905904850928e-06,0.0,0.0,0.0,0.0,9.00141078125,0.0025792025773553177,2.1222546784187247e-08,0.0,0.0,0.0,0.0
81,2.181654120546875,0.0008180263308167923,0.00027270748514863813,0.0,0.0,2.190497706635597e-06,1.0708927131588038e-06,2.189715206015625,0.00043805645085376457,0.00032640311915590645,0.0,0.0,3.2470540902941385e-06,7.740461650922794e-06,2.193263076640625,0.000535658993967445,0.00031101916676252653,0.0,0.0,1.932798497628527e-06,4.586289357303931e-06,2.95059876828125,0.001731631051574368,0.00010041646026967671,0.0,0.0,8.506795780064742e-07,1.758071905536832e-06,6.107599685625,0.0025885404754662886,4.2859478891156745e-06,0.0,0.0,0.0,0.0,8.715140875,0.0025793550558155403,4.664167976109093e-09,0.0,0.0,0.0,0.0
82,2.0032936483593753,0.0007995048996381229,0.00026159525446971173,0.0,0.0,2.328847531885003e-06,1.1397226365394147e-06,2.01119468296875,0.0004315112232170577,0.0003385760966998914,0.0,0.0,3.4735033127203456e-06,8.352702151522859e-06,2.01463631109375,0.0005191316756081505,0.0003211663009887813,0.0,0.0,2.053696085203405e-06,4.8697937444398055e-06,2.74084999875,0.0017300611769896933,9.033017015571772e-05,0.0,0.0,8.982371151366213e-07,1.851206596073011e-06,5.851318616875,0.002583775274688378,2.0567712592694157e-06,0.0,0.0,0.0,0.0,8.437446375,0.0025801314660348,3.727663280192093e-09,0.0,0.0,0.0,0.0
83,1.835600327421875,0.0007839606497873319,0.0002504425369176926,0.0,0.0,2.4797479319431658e-06,1.214993640487486e-06,1.8433274924999998,0.0004244859540649486,0.00034440659699970755,0.0,0.0,3.722452201484695e-06,9.035923284178623e-06,1.84665892203125,0.0005037800836507813,0.00033358829303496295,0.0,0.0,2.1868771564994813e-06,5.189525236245624e-06,2.5419727653125,0.0017298305641161279,8.028138070191349e-05,0.0,0.0,9.497102867107923e-07,1.9520099138763106e-06,5.6040979753125,0.0025808923456352205,1.2360667914659922e-06,0.0,0.0,0.0,0.0,8.168059187499999,0.002580850951606408,3.0190648775945947e-09,0.0,0.0,0.0,0.0
84,1.6781824575781248,0.0007732107546471525,0.00024078923137476818,0.0,0.0,2.6447079465583557e-06,1.2975437630744801e-06,1.6857210962500002,0.0004184420270903502,0.00034744056964298694,0.0,0.0,3.996539537040973e-06,9.799304879918157e-06,1.68894024484375,0.0004882090477804013,0.0003448894120379243,0.0,0.0,2.3337011669775302e-06,5.550609728668934e-06,2.35362014765625,0.0017307077933801339,7.387586109983802e-05,0.0,0.0,1.0054444876125283e-06,2.0612861837802732e-06,5.3656687996875005,0.002576500699506141,2.118580536189151e-06,0.0,0.0,0.0,0.0,7.90672690625,0.00258128026581835,2.022088870353019e-09,0.0,0.0,0.0,0.0
85,1.53065332640625,0.0007657659887045156,0.00023360433303450158,0.0,0.0,2.8254762790709266e-06,1.3883528315034537e-06,1.5379892816406249,0.0004108813017301145,0.00034407492462212044,0.0,0.0,4.298752344527169e-06,1.0652015889254479e-05,1.54109420640625,0.0004733368190973124,0.0003544826473852438,0.0,0.0,2.4956969594288877e-06,5.958564377839796e-06,2.175450295,0.0017332978587946855,7.261931395347596e-05,0.0,0.0,1.0658502342201226e-06,2.1800078899470803e-06,5.135774633125,0.00256495122378692,4.9707001519613484e-06,0.0,0.0,0.0,0.0,7.653210906249999,0.0025815261722309515,2.182540193495097e-09,0.0,0.0,0.0,0.0
86,1.392630221015625,0.0007612200753064826,0.0002301854497374111,1.354705290386017e-44,2.1085244884765468e-43,3.024058767891802e-06,1.4885877217812044e-06,1.399751158828125,0.00040081641884171404,0.00033451395790878874,4.244533048439871e-45,1.888662987761801e-43,4.632230485460781e-06,1.1603200067551824e-05,1.4027405483593751,0.0004551511889821995,0.00035637191202880157,1.1770907100328463e-45,4.634944595614147e-44,2.6749185197959488e-06,6.420618729269217e-06,2.007125741328125,0.0017376852994202636,7.249659956189242e-05,0.0,0.0,1.1314109892493667e-06,2.3092838474639585e-06,4.91416788625,0.002527408340596594,9.075963151609399e-06,0.0,0.0,0.0,0.0,7.40728375,0.002581662325421348,1.7903291418988291e-09,0.0,0.0,0.0,0.0
87,1.263735805,0.0007597091066418216,0.00022952519930171628,3.273615381463135e-43,2.251171785088345e-42,3.242780888768948e-06,1.5995120240455813e-06,1.2706317131640625,0.0003875423245262937,0.00032426475328462364,6.739965353709505e-44,1.996996490454567e-42,5.000727617279368e-06,1.2662899319818042e-05,1.2735038230859375,0.0004277280466067168,0.0003501558783151491,1.0691907282798354e-45,2.579896009521826e-44,2.873905243083369e-06,6.945060614961768e-06,1.84831314234375,0.0017430139485513792,7.315103095766157e-05,0.0,0.0,1.2026538418573203e-06,2.4503029421615774e-06,4.70061433484375,0.0024052872508764267,1.2085488230128347e-05,0.0,0.0,0.0,0.0,7.1687274375,0.002581761385779828,4.96785783170996e-09,0.0,0.0,0.0,0.0
88,1.1435978341796875,0.0007587198580149561,0.00023051474144445498,4.515711266670658e-28,7.049516413995019e-27,3.4843261531136703e-06,1.7226435036988066e-06,1.1502602875390626,0.00037124748845235447,0.0003153586953292068,5.6229799249658326e-30,2.066802836069496e-28,5.408654692496786e-06,1.3842809558137252e-05,1.1530135413671876,0.00039363634646724676,0.00034266213063777944,6.506882027332875e-30,1.7279537070057507e-28,3.0959622995617982e-06,7.543097849005087e-06,1.6986824935937501,0.0017480824108351953,7.495867770215132e-05,0.0,0.0,1.2801229482154096e-06,2.6042467582518957e-06,4.4949044190625,0.002020381269743666,1.2748984089963743e-05,0.0,0.0,0.0,0.0,6.937332156249999,0.00258182870678138,4.681712820691041e-09,0.0,0.0,0.0,0.0
