case,time_days,theta_1bar,theta_6bar,theta_30bar
$\nu=$0.1,936.3426851851851,159.4948870625998,160.04877482361735,162.16959899089585
$\nu=$0.1,937.5000925925926,159.47721583538834,160.02736677852292,162.17149422531037
$\nu=$0.1,938.6575,159.51021967371005,160.03754790872358,162.1706461483942
$\nu=$0.1,939.8149074074074,159.51474376450525,160.03118274897486,162.16898666253218
$\nu=$0.1,940.9723148148148,159.57128628320714,160.0199836100905,162.17009047649796
$\nu=$0.1,942.1296296296297,159.59029172734944,160.01722467716644,162.17122870467733
$\nu=$0.1,943.2871296296296,159.66167813839465,159.97776571340498,162.17119713519224
$\nu=$0.1,944.4444444444445,159.71628250589376,159.98225171664976,162.1735178057228
$\nu=$0.1,945.6019444444445,159.75423164968427,159.9644573876814,162.17278792616543
$\nu=$0.1,946.7593518518519,159.75537005384288,159.9867691453708,162.1698472312558
$\nu=$0.1,947.9167592592593,159.76714719777456,159.96083321247764,162.1750365749968
$\nu=$0.1,949.074074074074,159.71783351896025,159.97123225028272,162.173482956766
$\nu=$0.1,950.231574074074,159.61686900950528,160.0460217617586,162.17008274780113
$\nu=$0.1,951.3889814814814,159.64370373167776,160.02269399816316,162.16969095173178
$\nu=$0.1,952.5463888888889,159.68448937912106,160.02858902458112,162.1695175944331
$\nu=$0.1,953.7037037037037,159.7253976294426,160.06476390387738,162.17011045005438
$\nu=$0.1,954.8612037037037,159.73035798083995,160.06176904227092,162.1724758164675
$\nu=$0.1,956.0185185185185,159.60599520256287,160.06667488249764,162.17428968386005
$\nu=$0.1,957.1760185185185,159.57412885885842,160.1038045869548,162.17438989414134
$\nu=$0.1,958.3334259259259,159.52249553268206,160.10061424455503,162.17144977286839
$\nu=$0.1,959.4907407407408,159.5169918728295,160.09885799770865,162.17251872729787
$\nu=$0.1,960.6482407407408,159.5164051594709,160.07153329705073,162.16829955636268
$\nu=$0.1,961.8056481481482,159.50988067138363,160.09407738165723,162.1741618837294
$\nu=$0.1,962.9630555555556,159.4455336206619,160.095367438061,162.17381329753488
$\nu=$0.1,964.120462962963,159.4937279719901,160.10210362091723,162.17547709992857
$\nu=$0.1,965.2777777777778,159.5989789762263,160.08314699844627,162.17238513661434
$\nu=$0.1,966.4352777777777,159.78438449453358,160.03099958617403,162.169984634379
$\nu=$0.1,967.5926851851851,159.8781773879329,159.9436991620345,162.170574376773
$\nu=$0.1,968.7500925925926,160.1663577449812,159.92082045643747,162.17620155895597
$\nu=$0.1,969.9074074074074,160.2049124658187,159.87670899332704,162.16763405954234
$\nu=$0.1,971.0649074074074,160.17114258325546,159.87961939915164,162.17383900683407
$\nu=$0.1,972.2222222222222,160.04739899511117,159.94076214857495,162.1685360130385
$\nu=$0.1,973.3797222222222,159.9530290986479,159.8956209142875,162.1651661310676
$\nu=$0.1,974.5371296296296,159.86952064506556,159.9693166252779,162.16858178156753
$\nu=$0.1,975.6944444444445,159.8068942008021,159.9963951726558,162.16594253452712
$\nu=$0.1,976.8518518518518,159.77222154037912,159.999657223314,162.16725243004228
$\nu=$0.1,978.0093518518519,159.78044334891382,159.9593249437318,162.16738878819805
$\nu=$0.1,979.1667592592593,159.75490162589122,159.97331969426162,162.16431815205584
$\nu=$0.1,980.3241666666667,159.71805859680882,159.99427756392217,162.1666922948046
$\nu=$0.1,981.481574074074,159.75453024486768,160.00014481099592,162.16288583425458
$\nu=$0.1,982.6389814814814,159.7338915764088,160.0175472732696,162.1627322060613
$\nu=$0.1,983.7962962962963,159.7561431043765,160.01103007870176,162.16502139158632
$\nu=$0.1,984.9537962962963,159.732590456645,160.05178830643246,162.16546586674474
$\nu=$0.1,986.1111111111111,159.67518154967217,160.06834314786337,162.16555294496214
$\nu=$0.1,987.2685185185185,159.65127936971803,160.1066760228972,162.1659115217245
$\nu=$0.1,988.4260185185185,159.640305698054,160.11949155353713,162.16890296079887
$\nu=$0.1,989.5833333333334,159.67856656949084,160.16028680199167,162.17072382340118
$\nu=$0.1,990.7408333333333,159.6524388834067,160.11012918803834,162.16816166845086
$\nu=$0.1,991.8982407407408,159.60037685476888,160.13333048857965,162.16758157362713
$\nu=$0.1,993.0556481481482,159.66353175133472,160.14457442516826,162.16422452812606
$\nu=$0.1,994.2130555555556,159.70880115610998,160.1562879654222,162.16716876008746
$\nu=$0.1,995.3703703703703,159.69866442460633,160.1815139687951,162.16208787312468
$\nu=$0.1,996.5278703703704,159.71249148845084,160.13632236985669,162.16548831049872
$\nu=$0.1,997.6852777777777,159.68363526589283,160.17267970258058,162.16308621555714
$\nu=$0.1,998.8426851851851,159.60300806450599,160.18541970140336,162.1673688089088
$\nu=$0.1,1000.0000925925926,159.65400214826116,160.11557002557413,162.16976998101586
$\nu=$0.1,1001.1574074074074,159.64627220507523,160.1542754414051,162.16707475282024
$\nu=$0.1,1002.3148148148148,159.6212724543535,160.09092985173274,162.16672140326955
$\nu=$0.1,1003.4723148148148,159.72027202300072,160.12687107031866,162.16599693169175
$\nu=$0.1,1004.6296296296297,159.67400994821983,160.1589349412651,162.16548718823464
$\nu=$0.1,1005.7870370370371,159.60722576224936,160.14231219968383,162.1613751128569
$\nu=$0.1,1006.9444444444445,159.5870286958589,160.14701701275814,162.16149555547594
$\nu=$0.1,1008.1018518518518,159.61413902566784,160.16391619426693,162.16239234239515
$\nu=$0.1,1009.2593518518519,159.70110518177097,160.09191936508728,162.15856455890187
$\nu=$0.1,1010.4167592592593,159.87290048240143,160.08531350381716,162.16557710576944
$\nu=$0.1,1011.574074074074,159.94710297868195,160.0361902020143,162.16624637844626
$\nu=$0.1,1012.731574074074,159.94745316671697,160.03582459994274,162.16276727371712
$\nu=$0.1,1013.8889814814814,159.90790997475966,160.0265632618148,162.16230487192036
$\nu=$0.1,1015.0463888888889,159.9682954468982,160.03953474203988,162.16356127233286
$\nu=$0.1,1016.2037037037037,159.92408448614748,160.04776240661852,162.1616073457698
$\nu=$0.1,1017.3612037037037,159.82345748974763,160.0831516398484,162.16552026520736
$\nu=$0.1,1018.5185185185185,159.83367377603383,160.07719019375259,162.1632101074281
$\nu=$0.1,1019.6760185185185,159.83556597642075,160.03859022340558,162.16236152329031
$\nu=$0.1,1020.8333333333334,159.78490763762554,160.07347542376087,162.16192806323582
$\nu=$0.1,1021.9908333333333,159.74532069244273,160.0670938648532,162.16163584592124
$\nu=$0.1,1023.1481481481482,159.7199260512378,160.0996461025956,162.16274727820863
$\nu=$0.1,1024.305648148148,159.74590201389793,160.06236069342157,162.15689023216743
$\nu=$0.1,1025.4630555555555,159.7413683964295,160.05309185766353,162.16612407053884
$\nu=$0.1,1026.6203703703704,159.7407106165721,160.06875714574193,162.16064634651175
$\nu=$0.1,1027.7778703703705,159.69450919420046,160.07143660528172,162.16218518470322
$\nu=$0.1,1028.9352777777779,159.70582578202877,160.08756897191705,162.1689075442795
$\nu=$0.1,1030.0926851851852,159.75174293926602,160.09445763077525,162.16122043832783
$\nu=$0.1,1031.25,159.6496679077769,160.08785157584163,162.1602662608166
$\nu=$0.1,1032.4074074074074,159.6548156773928,160.08601293746037,162.16117475387765
$\nu=$0.1,1033.5649074074074,159.69993775679703,160.09292506336757,162.16479708594554
$\nu=$0.1,1034.7223148148148,159.67782081009167,160.13447330200603,162.16607928749292
$\nu=$0.1,1035.8797222222222,159.6324681936112,160.1301744542726,162.16308481077442
$\nu=$0.1,1037.037037037037,159.58053426174658,160.14092332346604,162.16156592115036
$\nu=$0.1,1038.1944444444443,159.55296684276107,160.16005041474992,162.1655564937047
$\nu=$0.1,1039.351851851852,159.64984416277994,160.15189232929492,162.16678114561967
$\nu=$0.1,1040.5093518518518,159.61184446982116,160.16936135974166,162.16747662658975
$\nu=$0.1,1041.6667592592592,159.59304255643056,160.22933127624768,162.15710740353848
$\nu=$0.1,1042.8241666666668,159.6589581504739,160.15911051717256,162.16629459322866
$\nu=$0.1,1043.9815740740742,159.60308525361071,160.1833513572789,162.1603768520724
$\nu=$0.1,1045.1389814814816,159.6361387916651,160.16805119754653,162.16126569915016
$\nu=$0.1,1046.2962962962963,159.67781707995334,160.13395448493523,162.162364597891
$\nu=$0.1,1047.4537962962963,159.68574556799948,160.12553627757632,162.15876423807862
$\nu=$0.1,1048.6112037037037,159.7057499437184,160.12181570241825,162.16514439151575
$\nu=$0.1,1049.768611111111,159.79338020953827,160.12799216870187,162.16196865202895
$\nu=$0.1,1050.9259259259259,159.76252822774578,160.11210727569664,162.1602010821977
$\nu=$0.1,1052.083425925926,159.69505962265868,160.1096605930484,162.16381019432137
$\nu=$0.1,1053.2408333333333,159.61509904537016,160.1294678662209,162.1641140728453
$\nu=$0.1,1054.3982407407407,159.62343755309544,160.1412894197331,162.16282059293687
$\nu=$0.1,1055.5555555555557,159.60338980185972,160.1169178605356,162.16728074010675
$\nu=$0.1,1056.712962962963,159.6529367425759,160.09314925295905,162.16498540076023
$\nu=$0.1,1057.8703703703704,159.58167504795924,160.10842955803358,162.16396320930465
$\nu=$0.1,1059.0278703703705,159.54418126677052,160.11653750876798,162.16620242772942
$\nu=$0.1,1060.1852777777779,159.54235288030026,160.11275687908253,162.16767928512579
$\nu=$0.1,1061.3426851851852,159.53593650416403,160.1064252082157,162.16562886524636
$\nu=$0.1,1062.5000925925926,159.5517942416125,160.0889003391591,162.16470747723076
$\nu=$0.1,1063.6575,159.53188473982922,160.0879100950945,162.16958084206718
$\nu=$0.1,1064.8149074074074,159.57757961199852,160.10835895089156,162.16736552643317
$\nu=$0.1,1065.9723148148148,159.6096897197539,160.08843128729913,162.16564013685314
$\nu=$0.1,1067.1297222222222,159.61441244854439,160.11024512052103,162.16770516237537
$\nu=$0.1,1068.2871296296296,159.71579749611772,160.08621659820912,162.16622701421826
$\nu=$0.1,1069.444537037037,159.82187440827343,160.01557304449773,162.16616250439893
$\nu=$0.1,1070.6019444444444,159.93430420910562,159.9304075412761,162.15900671453707
$\nu=$0.1,1071.7592592592594,159.9327975196458,159.94016531408235,162.15940433192168
$\nu=$0.1,1072.9167592592592,159.911904959492,159.9644708943794,162.16147070691656
$\nu=$0.1,1074.0741666666668,159.83346173014974,159.99560245697802,162.1598957613353
$\nu=$0.1,1075.2315740740742,159.75050624937262,160.0220648247009,162.1628776794535
$\nu=$0.1,1076.3889814814816,159.70414578382943,160.02996289168445,162.1618202761268
$\nu=$0.1,1077.546388888889,159.6478833876352,160.06235152035904,162.16299313744415
$\nu=$0.1,1078.7037962962963,159.64843657339932,160.00229577660787,162.16431868874497
$\nu=$0.1,1079.861111111111,159.64021395060004,160.03710795335073,162.16624267175538
$\nu=$0.1,1081.018611111111,159.61168799103697,160.05543529565966,162.1630935057097
$\nu=$0.1,1082.1759259259259,159.6289700862118,160.07359946276864,162.1643155795582
$\nu=$0.1,1083.3333333333333,159.63244718571596,160.13138186642752,162.164338803609
$\nu=$0.1,1084.4908333333333,159.58869070146628,160.13549183606287,162.16479269576578
$\nu=$0.1,1085.6482407407407,159.56266234652884,160.12686342228247,162.16164349843712
$\nu=$0.1,1086.805648148148,159.53794573988924,160.13099334247042,162.16578385444222
$\nu=$0.1,1087.962962962963,159.56311563641896,160.13508000381628,162.16483449742356
$\nu=$0.1,1089.120462962963,159.5553381711966,160.1053167152784,162.16174463956818
$\nu=$0.1,1090.2778703703705,159.58032982913525,160.1590699055649,162.16641970515676
$\nu=$0.1,1091.4351851851852,159.6784139216269,160.08916710007213,162.16745174746592
$\nu=$0.1,1092.5926851851852,159.71417169203127,160.08131130391752,162.1658023986361
$\nu=$0.1,1093.7500925925926,159.72502861826555,160.09767040244128,162.1684105718711
$\nu=$0.1,1094.9074074074074,159.7149782523901,160.0971955196134,162.16289300405
$\nu=$0.1,1096.0649074074074,159.60708120404317,160.09141121117307,162.1618486147798
$\nu=$0.1,1097.2223148148148,159.5949733127896,160.10835892736978,162.15766111839096
$\nu=$0.1,1098.3796296296296,159.67889223133878,160.07216387586467,162.16566697378562
$\nu=$0.1,1099.537037037037,159.96362364098619,160.05786452376384,162.16024430791694
$\nu=$0.1,1100.694537037037,160.01573816876612,160.02936383527103,162.1637206250084
$\nu=$0.1,1101.851851851852,159.95667582530368,160.0656962704726,162.16450741083645
$\nu=$0.1,1103.0093518518518,159.90072308082162,160.1080175225349,162.16695154773632
$\nu=$0.1,1104.1667592592592,159.79164452200357,160.11367570733108,162.16724826421026
$\nu=$0.1,1105.3240740740741,159.75862465160984,160.03363937118408,162.16593374042708
$\nu=$0.1,1106.4814814814815,159.72600481435023,160.0732064446326,162.1598371270858
$\nu=$0.1,1107.638888888889,159.74030486256794,160.12690591459761,162.16231484333176
$\nu=$0.1,1108.796388888889,159.7124605163287,160.10651747476564,162.16003968363003
$\nu=$0.1,1109.9537037037037,159.6486111219296,160.130696588348,162.16228034284893
$\nu=$0.1,1111.1112037037037,159.62176103132697,160.11055789218707,162.16348541897713
$\nu=$0.1,1112.268611111111,159.62529904202788,160.12307681451082,162.16436562332106
$\nu=$0.1,1113.4260185185185,159.58825908938385,160.1158024310585,162.1616840728182
$\nu=$0.1,1114.583425925926,159.5616633629325,160.10602531740628,162.16337667616816
$\nu=$0.1,1115.7408333333333,159.58340246830775,160.08786826807116,162.16416105233225
$\nu=$0.1,1116.8982407407407,159.51649024027725,160.0949533010854,162.16397890817234
$\nu=$0.1,1118.055648148148,159.51692833028494,160.08987702908234,162.16557211694843
$\nu=$0.1,1119.2130555555555,159.50084374270128,160.1034763632725,162.16428505623708
$\nu=$0.1,1120.3703703703704,159.54162660669286,160.0625924158192,162.16652867568374
$\nu=$0.1,1121.5278703703705,159.7813683175679,159.96613458864135,162.1686257406964
$\nu=$0.1,1122.6852777777779,159.86311805762307,160.01343141434768,162.17153887496607
$\nu=$0.1,1123.8426851851852,159.85001745809575,160.04079669176184,162.16680309640736
$\nu=$0.1,1125.0000925925926,159.76765747428348,160.0200580070294,162.17108829443816
$\nu=$0.1,1126.1575,159.68420406073096,160.0369063730781,162.16574950347857
$\nu=$0.1,1127.3149074074074,159.6097814407306,160.03287283810948,162.1659452449407
$\nu=$0.1,1128.4723148148148,159.58144334758722,160.08290748459825,162.16668659995682
$\nu=$0.1,1129.6297222222222,159.71116385910102,160.0235725714373,162.16799596294732
$\nu=$0.1,1130.7871296296296,159.8042174784949,160.00360600359556,162.16458006552273
$\nu=$0.1,1131.9444444444443,159.7733273766998,160.01075208341416,162.16474778347109
$\nu=$0.1,1133.101851851852,159.69759263928907,159.98360099666644,162.16386790859733
$\nu=$0.1,1134.2593518518518,159.6943563888671,160.04133527610426,162.16579114613833
$\nu=$0.1,1135.4167592592592,159.66183566893375,160.0729797966442,162.1710931410216
$\nu=$0.1,1136.5741666666668,159.65050305201746,160.07194383723322,162.167801361549
$\nu=$0.1,1137.7315740740742,159.609172463084,160.08664143261672,162.16726552747443
$\nu=$0.1,1138.888888888889,159.62977618584532,160.06980930271527,162.16300539740362
$\nu=$0.1,1140.046388888889,159.60477098753708,160.13287985194734,162.1669906775656
$\nu=$0.1,1141.2037962962963,159.68816768318544,160.11422750484928,162.1655532580527
$\nu=$1.0,0.0,162.03770446777344,162.03758239746094,162.03765869140625
$\nu=$1.0,1.1574761284722221,162.03154249751972,162.03157344471455,162.03809521784274
$\nu=$1.0,2.3149265769675926,161.95543750883084,162.02245110373988,162.03852432557335
$\nu=$1.0,3.47230541087963,161.80699371407886,162.01602015591075,162.03968963121144
$\nu=$1.0,4.629721137152778,161.69984769768334,162.00532379306898,162.0385422520136
$\nu=$1.0,5.787090205439815,161.71448536838815,161.98521263568134,162.03653454318123
$\nu=$1.0,6.944574652777778,161.67375643597342,161.97041215968292,162.037362947545
$\nu=$1.0,8.101951678240741,161.65563479142352,161.95969586709157,162.0402045969367
$\nu=$1.0,9.259386574074075,161.66497783370954,161.94600363568398,162.0402864821466
$\nu=$1.0,10.416684751157407,161.63042383293623,161.92675767334262,162.0495901210959
$\nu=$1.0,11.574178964120371,161.5754848792045,161.9286931529219,162.05666034713394
$\nu=$1.0,12.73158275462963,161.5636965040168,161.92434170873557,162.0603137206113
$\nu=$1.0,13.888917824074074,161.55289914330032,161.91509112207532,162.06473215617945
$\nu=$1.0,15.046370081018518,161.53262285951018,161.89228458152724,162.06440181180503
$\nu=$1.0,16.203806423611113,161.5317942606665,161.87458796113154,162.06829332863842
$\nu=$1.0,17.361186342592593,161.5416215824419,161.88864558999805,162.07033579610749
$\nu=$1.0,18.518628472222222,161.50414523901728,161.89802292875564,162.07704507355095
$\nu=$1.0,19.67603732638889,161.50143906078802,161.90803831593533,162.08834928682947
$\nu=$1.0,20.83345196759259,161.51766865533367,161.88405797300626,162.083381422883
$\nu=$1.0,21.99076678240741,161.4801814976481,161.8867589772458,162.0872503024954
$\nu=$1.0,23.14821759259259,161.45360605764338,161.87667166732763,162.08703853238313
$\nu=$1.0,24.305558449074073,161.43298759461436,161.88400796779854,162.09212879271413
$\nu=$1.0,25.463017939814815,161.42191400395444,161.87957090053808,162.0976591097593
$\nu=$1.0,26.620436921296296,161.44658287923744,161.87954870034028,162.09950482088215
$\nu=$1.0,27.777864583333333,161.40546088708015,161.8907687403265,162.10155471050925
$\nu=$1.0,28.935298032407406,161.37436259647507,161.88834838389812,162.10718244518003
$\nu=$1.0,30.09271412037037,161.35129886710848,161.8904979715549,162.10771493415217
$\nu=$1.0,31.250138888888888,161.3250508343694,161.8850097750883,162.110681723618
$\nu=$1.0,32.407540509259256,161.30126538162654,161.88973137025454,162.11139153813704
$\nu=$1.0,33.56490162037037,161.26320187691658,161.89315108626448,162.11346678170364
$\nu=$1.0,34.72229456018518,161.23387021108223,161.89767903879743,162.1184867932544
$\nu=$1.0,35.8797193287037,161.2279164213838,161.90972631862388,162.1168317554414
$\nu=$1.0,37.03716435185185,161.21048046442445,161.91269056442067,162.1168244358264
$\nu=$1.0,38.194453125,161.17257616492637,161.91614926264475,162.11746517773267
$\nu=$1.0,39.351982060185186,161.1477986264276,161.91141808276976,162.118041786604
$\nu=$1.0,40.509366319444446,161.11811217002983,161.91199272410844,162.12110768698176
$\nu=$1.0,41.66675925925926,161.13179462430523,161.9074615682312,162.12290124594972
$\nu=$1.0,42.82421006944445,161.09791297735163,161.91401005244273,162.1277635430417
$\nu=$1.0,43.981519097222225,161.05464679956668,161.91092056365991,162.12936377668203
$\nu=$1.0,45.13890914351852,161.0238739559746,161.92242992334837,162.129954344605
$\nu=$1.0,46.29640625,161.02721469807972,161.91729404287187,162.12910297966872
$\nu=$1.0,47.4537037037037,160.9930306004264,161.92177085901724,162.13041734805276
$\nu=$1.0,48.61112847222222,160.9656798104809,161.92227754231516,162.13371290581094
$\nu=$1.0,49.768628472222225,160.9610250612544,161.91420711233542,162.13340924575658
$\nu=$1.0,50.926059027777775,160.9381799071055,161.91618779144255,162.1376266720775
$\nu=$1.0,52.08339699074074,160.89067451318357,161.92556445417267,162.14066093157845
$\nu=$1.0,53.24074074074074,160.8620865922385,161.9216333745635,162.14345875993916
$\nu=$1.0,54.398275462962964,160.83734585633587,161.91498274163988,162.14353876263064
$\nu=$1.0,55.55563078703704,160.8239572825056,161.91219573461063,162.14678169614967
$\nu=$1.0,56.713055555555556,160.8238193228208,161.90351824337617,162.14682651248108
$\nu=$1.0,57.870439814814816,160.79183195261,161.89781321791037,162.1473182023205
$\nu=$1.0,59.027818287037036,160.77138996209578,161.8879197174365,162.14957379726857
$\nu=$1.0,60.18525462962963,160.7376511671239,161.87560680280336,162.15027443374166
$\nu=$1.0,61.342708333333334,160.7051492634969,161.87846091245476,162.1527929768685
$\nu=$1.0,62.50007523148148,160.70634737313574,161.84886039527044,162.15418552877622
$\nu=$1.0,63.65751736111111,160.6652282514907,161.84107913407695,162.1554036001778
$\nu=$1.0,64.81483796296297,160.6758052610474,161.82945161566388,162.15780973963714
$\nu=$1.0,65.97230324074074,160.62207249719654,161.825369741365,162.15619960298702
$\nu=$1.0,67.12974537037037,160.62235706908268,161.80631555130407,162.15877295858633
$\nu=$1.0,68.28715277777778,160.5982144218289,161.79228683115846,162.16365812019015
$\nu=$1.0,69.44444444444444,160.56135735752446,161.77393453811538,162.16399413119365
$\nu=$1.0,70.60190972222222,160.56620787702366,161.76734553584993,162.1675072816622
$\nu=$1.0,71.75938078703703,160.53841596802184,161.75235075454833,162.1620760917593
$\nu=$1.0,72.91679398148148,160.537843628381,161.7305245592766,162.16181663305946
$\nu=$1.0,74.07418981481482,160.50679315384824,161.71678036942754,162.16140627881106
$\nu=$1.0,75.23153356481481,160.4831070666743,161.69478822851332,162.16164867167416
$\nu=$1.0,76.38899305555556,160.44528468933342,161.6787653834259,162.1656323057557
$\nu=$1.0,77.54640625,160.47360979628846,161.62518079298314,162.16730294371737
$\nu=$1.0,78.70376157407408,160.48857495627726,161.6116695950171,162.16853352059601
$\nu=$1.0,79.86111689814815,160.44343868364604,161.6309161910569,162.1704736806337
$\nu=$1.0,81.01856481481481,160.39142294502162,161.59814377304752,162.17471000078046
$\nu=$1.0,82.17597222222223,160.37961141654088,161.5949729605472,162.1737830193648
$\nu=$1.0,83.33342013888888,160.3332663980041,161.59975986102265,162.17518593319124
$\nu=$1.0,84.49083333333333,160.35766973542474,161.51926371993036,162.174078082041
$\nu=$1.0,85.64824074074075,160.3272852022274,161.49876478568441,162.17523729044868
$\nu=$1.0,86.805625,160.28743879085414,161.49271767477026,162.1782243545543
$\nu=$1.0,87.96302662037037,160.28266159783573,161.47812785641415,162.17863762370092
$\nu=$1.0,89.12042824074074,160.30057287331834,161.46075922062298,162.17957285726163
$\nu=$1.0,90.27778935185185,160.26414850134051,161.42600353567624,162.17939750423938
$\nu=$1.0,91.4352025462963,160.33122552437297,161.38366482779014,162.18279912108858
$\nu=$1.0,92.59269675925925,160.31144361996553,161.30301420011082,162.1838063252633
$\nu=$1.0,93.75012152777778,160.28311553085592,161.23434518490257,162.18538667046795
$\nu=$1.0,94.90742476851852,160.25796694378334,161.1743516361022,162.18880644768018
$\nu=$1.0,96.06483796296297,160.240801040318,161.14770835781263,162.1875930005678
$\nu=$1.0,97.22233796296297,160.19742808248455,161.15351095342265,162.18698689307456
$\nu=$1.0,98.37962962962963,160.16442338157805,161.14931123429486,162.1843243689147
$\nu=$1.0,99.53716435185186,160.15786617969044,161.1197138973142,162.18748755965086
$\nu=$1.0,100.69449074074075,160.13281813871524,161.11691936872379,162.19011425444162
$\nu=$1.0,101.851875,160.11084995720654,161.11707571362192,162.19255207598698
$\nu=$1.0,103.00930555555556,160.11934828365662,161.10789635469013,162.19457018035357
$\nu=$1.0,104.16672453703704,160.1087773414359,161.11733313071724,162.193614422125
$\nu=$1.0,105.32418981481482,160.15268136958133,161.12694705530936,162.1951711376979
$\nu=$1.0,106.4816087962963,160.10683038245344,160.99161627335016,162.19600817049678
$\nu=$1.0,107.63892361111111,160.05714441090956,161.01963753190458,162.19712417843374
$\nu=$1.0,108.79633101851852,160.0185633794216,161.02244706394887,162.19558867594733
$\nu=$1.0,109.95375,160.0106467332029,161.01047099905378,162.19620907376998
$\nu=$1.0,111.1111574074074,159.9748282927529,161.0058972290983,162.19704184642342
$\nu=$1.0,112.26854166666666,159.9677167359546,161.02429036673988,162.19681402085712
$\nu=$1.0,113.4259375,159.994424044941,160.96559811515698,162.20008575069926
$\nu=$1.0,114.58333333333333,159.93565967289456,160.95510635591415,162.2008690181338
$\nu=$1.0,115.74083333333333,159.9058523932711,160.95287784110457,162.19911803459675
$\nu=$1.0,116.89824074074075,159.94562106341067,160.88291609372783,162.19931535296215
$\nu=$1.0,118.0556712962963,159.95829133125727,160.84458790581195,162.20452979861503
$\nu=$1.0,119.21305555555556,159.98545808553354,160.77214071245643,162.20244770586882
$\nu=$1.0,120.37049768518519,160.05175198776038,160.6984438567431,162.20392906386994
$\nu=$1.0,121.52780092592593,160.12180156807227,160.6803446918299,162.20945802156947
$\nu=$1.0,122.6853125,160.1755110250929,160.5973447654948,162.20875545764451
$\nu=$1.0,123.84260416666666,160.21509981075656,160.5769384397075,162.20538536755228
$\nu=$1.0,125.00013888888888,160.1555760152169,160.5971193464728,162.20604503575018
$\nu=$1.0,126.15746527777777,160.0544033796497,160.58691415175912,162.20669137580435
$\nu=$1.0,127.31482638888889,159.97029741751757,160.58922204491208,162.20683135144338
$\nu=$1.0,128.4723148148148,159.92272687234893,160.5832024599309,162.20665714970352
$\nu=$1.0,129.62966435185186,159.8871504798362,160.58362836077526,162.2115491230559
$\nu=$1.0,130.78715277777778,159.86755302620483,160.55381809939337,162.21241705445257
$\nu=$1.0,131.94452546296296,159.8711064752605,160.58986432574207,162.21075837890362
$\nu=$1.0,133.10189814814814,159.8521723640774,160.56398440041397,162.21213418539924
$\nu=$1.0,134.25935185185185,159.815837853009,160.5759886260818,162.2112007460303
$\nu=$1.0,135.41672453703703,159.79918971086815,160.5846170046864,162.2149581310822
$\nu=$1.0,136.57413194444445,159.8337305405181,160.528629575821,162.2153083991165
$\nu=$1.0,137.73153935185186,159.78665385059716,160.51014398235412,162.21654985255492
$\nu=$1.0,138.88893518518518,159.84191680039666,160.46613140342643,162.21568815574247
$\nu=$1.0,140.04638888888888,159.8905291356044,160.46232501288716,162.21008669565674
$\nu=$1.0,141.20372685185185,159.89870011648713,160.38734752071477,162.2177031875992
$\nu=$1.0,142.36113425925927,159.98508468775003,160.33727542651113,162.2145284615455
$\nu=$1.0,143.51855324074074,160.06811179174832,160.30158599553957,162.21500684342905
$\nu=$1.0,144.67603009259258,160.01801454804988,160.30940810587558,162.22180398648632
$\nu=$1.0,145.83341435185184,160.01165205874716,160.23999577359382,162.2164205469303
$\nu=$1.0,146.9907523148148,160.0114519460712,160.25396175931715,162.2189539257126
$\nu=$1.0,148.1482638888889,159.96829633885616,160.32239256847382,162.21849192980696
$\nu=$1.0,149.305625,159.9056481364508,160.25229664617632,162.22296392852093
$\nu=$1.0,150.46299768518517,159.92651695898758,160.2706474700759,162.22301545477993
$\nu=$1.0,151.62049768518517,159.90789557784112,160.31986897053892,162.22322033604172
$\nu=$1.0,152.7779050925926,159.8487183166511,160.3286181404415,162.2136812532377
$\nu=$1.0,153.93525462962964,159.8619185274555,160.3006466777036,162.2204801383805
$\nu=$1.0,155.09260416666666,159.82142139388964,160.30355877293403,162.22311505457657
$\nu=$1.0,156.25008101851853,159.79365726971264,160.28512204922237,162.22119521116855
$\nu=$1.0,157.40748842592592,159.76113552682514,160.26677690915227,162.22331053034912
$\nu=$1.0,158.56490740740742,159.753695430576,160.23492899366963,162.2229791690736
$\nu=$1.0,159.72224537037036,159.78714966036438,160.22760812080688,162.2239082148407
$\nu=$1.0,160.87967592592594,159.72638442538823,160.25497682356087,162.22234270364302
$\nu=$1.0,162.03715277777778,159.68848481607554,160.26830535044442,162.2228348842747
$\nu=$1.0,163.19444444444446,159.70311581360625,160.32852528007794,162.22465304380546
$\nu=$1.0,164.35197916666667,159.75096184895565,160.30388419834955,162.2242973786497
$\nu=$1.0,165.50936342592593,159.7321030794511,160.27850023590193,162.2254721505005
$\nu=$1.0,166.66675925925927,159.67101779626535,160.3206182058521,162.22247334377877
$\nu=$1.0,167.82418981481482,159.6622180298261,160.2839443367073,162.2236465905821
$\nu=$1.0,168.98150462962963,159.70948256617544,160.26481939656531,162.22185667517724
$\nu=$1.0,170.13892361111112,159.6930027882501,160.2388654615491,162.22647349444296
$\nu=$1.0,171.29641203703704,159.70409807880358,160.25133690424704,162.22274856910695
$\nu=$1.0,172.4538425925926,159.68413394837378,160.30463368783538,162.22671749140108
$\nu=$1.0,173.61113425925927,159.75292933221974,160.24133410827312,162.22529887396297
$\nu=$1.0,174.76864583333332,159.7853067904225,160.22157640204318,162.22276231423368
$\nu=$1.0,175.9259375,159.9014816120011,160.1677668293331,162.2234517993614
$\nu=$1.0,177.08335648148147,159.96589434748157,160.20481461345943,162.21780999748978
