level,-nu-0.01_pressure_bar,-nu-0.01_H2O_vapor_mean,-nu-0.01_H2O_vapor_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_vapor_mean,-nu-0.1_H2O_vapor_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_vapor_mean,-nu-1.0_H2O_vapor_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std,-nu-10.0_pressure_bar,-nu-10.0_H2O_vapor_mean,-nu-10.0_H2O_vapor_std,-nu-10.0_H2O_l__mean,-nu-10.0_H2O_l__std,-nu-10.0_H2O_l_p__mean,-nu-10.0_H2O_l_p__std,-nu-100.0_pressure_bar,-nu-100.0_H2O_vapor_mean,-nu-100.0_H2O_vapor_std,-nu-100.0_H2O_l__mean,-nu-100.0_H2O_l__std,-nu-100.0_H2O_l_p__mean,-nu-100.0_H2O_l_p__std
50,15.520198684375,0.024958775212056934,2.9389311589481426e-05,0.0,0.0,7.710703814610616e-22,5.5478070184360556e-21,15.520538455,0.024983314872719348,2.6467914642486233e-05,0.0,0.0,1.6107747991765748e-23,1.2255309698536377e-22,15.538499485625001,0.0249489820394665,2.7269320153370458e-05,0.0,0.0,3.39601339890867e-22,2.2640014264553462e-21,15.886187756250001,0.024964524928480388,8.641629705826926e-10,0.0,0.0,0.0,0.0,18.912810625,0.024964536058716475,7.971985238340706e-10,0.0,0.0,0.0,0.0
51,14.77730614375,0.0249557800963521,3.168594400298391e-05,0.0,0.0,1.1130543282151476e-20,8.006704853363631e-20,14.777606785,0.02498103284742683,2.9539869320389813e-05,0.0,0.0,2.3255726945559807e-22,1.7698982560178615e-21,14.7955634125,0.02494356783013791,2.8050185915994674e-05,0.0,0.0,4.901369029780034e-21,3.267574227687884e-20,15.1432876,0.024964524848386644,1.2260549540374992e-09,0.0,0.0,0.0,0.0,18.176257749999998,0.024964535608887672,0.0,0.0,0.0,0.0,0.0
52,14.060172483125001,0.02495224170014262,3.4380945903896056e-05,0.0,0.0,1.6026919409751822e-19,1.1526989135830288e-18,14.060433570625,0.024978159263730048,3.358458094022535e-05,0.0,0.0,3.3486631086129774e-21,2.549205180501965e-20,14.078330123125001,0.024937451078556477,2.4198700195737316e-05,0.0,0.0,7.055599781251418e-20,4.703746107253468e-19,14.425927776250001,0.024964526360854507,9.621202289709444e-09,0.0,0.0,0.0,0.0,17.4629076875,0.02496453746687621,1.6124257532116758e-10,0.0,0.0,0.0,0.0
53,13.368255249375,0.02494785048533231,3.755753874972858e-05,0.0,0.0,2.2998118085004956e-18,1.6538144541827282e-17,13.368476341875,0.02497483507543802,3.791016975800752e-05,0.0,0.0,4.804581960658401e-20,3.658387105331753e-19,13.38626165,0.024933515996672213,1.9984723690051316e-05,0.0,0.0,1.0121698796694699e-18,6.747915274431688e-18,13.733569765625,0.024964532520622015,2.717375439694033e-08,0.0,0.0,0.0,0.0,16.7722409375,0.024964527763426305,1.0048897213365312e-09,0.0,0.0,0.0,0.0
54,12.701015519375,0.024942305881530045,4.1207570689161455e-05,0.0,0.0,3.28461600069635e-17,2.3615296913477934e-16,12.7011961075,0.024970884807407855,4.2417164551093614e-05,0.0,0.0,6.85986820652758e-19,5.2243090896469385e-18,12.718827054375,0.02493155381269753,1.8856870804486987e-05,0.0,0.0,1.445281805519014e-17,9.63570084307229e-17,13.065679069999998,0.024964521455578505,1.1687075366877e-07,0.0,0.0,0.0,0.0,16.1037450625,0.02496455949638039,3.600112791434648e-09,0.0,0.0,0.0,0.0
55,12.057918669374999,0.024934859324246644,4.587776849053015e-05,0.0,0.0,4.6602179723317e-16,3.349605460799484e-15,12.05805716375,0.024965197065845133,4.889486188724733e-05,0.0,0.0,9.729484340594075e-18,7.410996677552918e-17,12.075499954375001,0.024930592635646464,2.2891127658623267e-05,0.0,0.0,2.0504665451775188e-16,1.3671186325343772e-15,12.421725330000001,0.024964652729220688,1.2040441925406008e-06,0.0,0.0,0.0,0.0,15.4569146875,0.024964471356011927,1.4475039553178492e-08,0.0,0.0,0.0,0.0
56,11.438433834375001,0.02492414995096624,5.2578896883891343e-05,0.0,0.0,6.55159724949506e-15,4.707892383448645e-14,11.438529456249999,0.02495625140145421,5.808615328629034e-05,0.0,0.0,1.3671659693959886e-16,1.041502038705773e-15,11.45575700625,0.02492803759779781,3.576012209909881e-05,0.0,0.0,2.8829002812865674e-15,1.9222505582064906e-14,11.80118235625,0.024964675036258994,7.362395061042483e-06,0.0,0.0,0.0,0.0,14.8312505625,0.024964650862850248,5.286934589429698e-08,0.0,0.0,0.0,0.0
57,10.842034125625,0.024908219331875443,6.239706189713448e-05,0.0,0.0,9.091097497098285e-14,6.532167293243817e-13,10.842086513125,0.024941395935602486,7.093043857018406e-05,0.0,0.0,1.895207127514459e-15,1.4438890770484738e-14,10.8590768325,0.024919260083697735,5.9179572194629864e-05,0.0,0.0,4.0015581327999545e-14,2.668417714392836e-13,11.20353174875,0.024952007547020913,3.6150274861603446e-05,0.0,0.0,0.0,0.0,14.226261344375,0.02496442967839539,1.6489438323349144e-07,0.0,0.0,0.0,0.0
58,10.2681974534375,0.024883158484473825,7.73696037809634e-05,3.503246160812043e-48,9.393665686979002e-47,1.2361205402011505e-12,8.878241935354637e-12,10.26820419625,0.024916696135886013,8.902467298532108e-05,0.0,0.0,2.575347779284222e-14,1.9621791689262493e-13,10.284938206875,0.02489976867567748,7.62277677587646e-05,7.006492321624086e-49,3.132615175397413e-47,5.447092598778553e-13,3.6327242839968594e-12,10.62827485375,0.024872646798379718,0.00012819343562423755,0.0,0.0,0.0,0.0,13.64146117125,0.024964365400373934,4.191570377033547e-07,0.0,0.0,0.0,0.0
59,9.7164186834375,0.024837278926745057,9.723963102000111e-05,9.779092011468087e-32,2.3483284664613413e-30,1.6302334756632354e-11,1.170938128846481e-10,9.716356225624999,0.024874138184823095,0.00011160203360451254,0.0,0.0,3.3929180735460943e-13,2.585093860226654e-12,9.73283252,0.024854055334813892,8.915628672940354e-05,4.8697593419085705e-32,1.5499375449666937e-30,7.193729000951265e-12,4.797716884077407e-11,10.0749250109375,0.024735567674040795,0.0002953868365702728,0.0,0.0,0.0,0.0,13.07637088375,0.024965285297483205,9.79984956553544e-07,0.0,0.0,0.0,0.0
60,9.1862594746875,0.024730705983005464,0.00012824827866270958,4.577892440849264e-28,1.657057389721042e-26,2.0455765616387684e-10,1.4711956063700074e-09,9.18607236625,0.024775526145473122,0.0001349460066312245,0.0,0.0,4.230234277815454e-12,3.2229766742823314e-11,9.2023281090625,0.024753736755810676,0.00010716546532939425,3.582903443916475e-28,1.599882119790988e-26,9.055928863649293e-11,6.043196283877784e-10,9.543068775624999,0.024236650317907334,0.0005330474900432247,0.0,0.0,0.0,0.0,12.530517800624999,0.02496454301197082,4.195986165799836e-06,0.0,0.0,0.0,0.0
61,8.6774971565625,0.02442550413683057,0.0001928361359078439,1.0425240137489808e-16,2.189297362886235e-15,2.3152793470952263e-09,1.6572502908035763e-08,8.677279419062499,0.024473758455365896,0.00014966683017361265,1.401298464324817e-48,4.429078627359162e-47,4.777557546044194e-11,3.64044831325759e-10,8.693211140625,0.024538855106569828,0.00012347852959491965,2.8235285304974485e-27,6.46385254863793e-26,1.0429697631484344e-09,6.971572093285475e-09,9.03228736625,0.023716804842464627,0.00039712761733590456,0.0,0.0,0.0,0.0,12.003434413125001,0.024969754545018076,2.781830116351361e-05,0.0,0.0,0.0,0.0
62,8.1902635884375,0.023512819737195968,0.0004106949624618755,8.660405055731289e-12,1.247683441284087e-10,2.163155031937399e-08,1.53487697134607e-07,8.190564504687499,0.02353507127612829,0.0001223446675196004,3.892370512625849e-29,1.7398042380201833e-27,4.5172900442701816e-10,3.446190968046304e-09,8.2056270825,0.024002206166274846,0.00022534514991809552,1.134870236452196e-11,2.325904772963514e-10,1.011024816397921e-08,6.766736199864088e-08,8.541942047500001,0.024036026997491716,0.0003412872941638888,0.0,0.0,0.0,0.0,11.4946567775,0.02498529878538102,1.0623783945185297e-05,0.0,0.0,0.0,0.0
63,7.724652498125,0.020970381987281142,0.00043385428008445797,8.232828526383885e-07,9.631067682141104e-06,1.1657877166653236e-07,7.022250618040092e-07,7.7262259175,0.0210234165918082,0.00030378389138482393,9.137302775411026e-17,2.1212733555192322e-15,3.3439699549743035e-09,2.5463237566674734e-08,7.739815894375,0.02194352077320218,0.00032322045223343195,4.4649937600686276e-07,8.104439847347403e-06,6.747421829583656e-08,4.48995853646515e-07,8.07157131375,0.023393307719379662,0.0009801459137839873,0.0,0.0,0.0,0.0,11.00372979625,0.024997823817655446,1.1069842469014035e-05,0.0,0.0,0.0,0.0
64,7.280004570000001,0.016839261285960673,0.00045933301549576876,5.931841508302966e-06,3.344493306415147e-05,1.9745910289449633e-07,1.1185852863906566e-06,7.2832270621875,0.016884565894957633,0.0005299961842561163,1.0550676281583996e-11,2.1489005915890893e-10,1.9883788611155722e-08,1.497636537398817e-07,7.295317436875,0.017876413628458977,0.0005034877996573814,5.959138205540122e-06,4.191112020301674e-05,1.2734408177640309e-07,7.136556893873781e-07,7.6216356478125,0.01826683823019266,0.0013587158889741616,0.0,0.0,0.0,0.0,10.5302221584375,0.024932489599101246,1.3079141395711591e-05,0.0,0.0,0.0,0.0
65,6.8550884284375,0.012599973930045963,0.0005090767530560367,3.424935314057801e-06,2.817188676975175e-05,1.8695443002544632e-07,1.310812974753593e-06,6.8598406509375005,0.012566652694251388,0.0007283794443279436,4.4356804412909173e-07,7.035797730169753e-06,7.991950819836076e-08,5.228579075321967e-07,6.8708504024999995,0.01352314580278471,0.0004302733306815504,2.641934556931306e-06,2.1952674597465904e-05,6.930675558607742e-08,6.40063462128498e-07,7.19205752375,0.014319918892811983,0.0010339406184666693,0.0,0.0,0.0,0.0,10.073775334375,0.024521461414173246,2.343590711272037e-05,0.0,0.0,0.0,0.0
66,6.4488872071875,0.009160836740862578,0.0004466026776086763,5.311331951191426e-06,3.830541679533884e-05,2.0128731290825457e-07,1.2094172295426203e-06,6.4547921724999995,0.00911665716324933,0.0007023582385378642,2.984245090009186e-06,2.3138101976552922e-05,1.6121475648925017e-07,7.745260689987064e-07,6.4652154865625,0.009814257392659783,0.0004172526720463725,1.4231439612876332e-06,2.049965440209133e-05,4.384344823021225e-08,5.895238802671649e-07,6.781835381875,0.010838130694348365,0.0008015470515184982,0.0,0.0,0.0,0.0,9.634242776875,0.02289840731304139,8.126162957377555e-05,0.0,0.0,0.0,0.0
67,6.0608638946874995,0.006548000130802393,0.00036984682413112224,4.287356162436771e-06,3.534978162680717e-05,2.1191021732833384e-07,1.0175973578318504e-06,6.067458764375,0.0066164918944705275,0.0005158014388858594,5.936417955219161e-06,3.250152911523183e-05,1.9351678709885427e-07,7.247666570017745e-07,6.0776719428125,0.007003217599587515,0.0003898845390856876,1.0041018036414775e-06,1.8215743617348844e-05,3.337033265779018e-08,3.8145586213736333e-07,6.3901189190625,0.007897798717021943,0.000505014087518723,0.0,0.0,0.0,0.0,9.21174878125,0.019247941475361584,0.00012685766885264012,0.0,0.0,0.0,0.0
68,5.6906089571875,0.004452770060393959,0.00037603382585976833,3.9958252585915135e-06,2.5661792482157293e-05,2.51127265256208e-07,1.1237960270061944e-06,5.6975078240625,0.0047088068237062545,0.00037214147258610516,4.482957680952925e-06,2.4101247063881576e-05,2.174965041578649e-07,6.605986424713602e-07,5.7077251203125,0.00495171143556945,0.0003125770139958913,7.545801815414638e-07,9.843696470019942e-06,3.665182369416061e-08,1.90751707418234e-07,6.0160439396875,0.0058231843917164955,0.00040295383695427553,0.0,0.0,0.0,0.0,8.806183875,0.015199068083893508,0.00011907894904693766,0.0,0.0,0.0,0.0
69,5.337502681249999,0.002875305760651827,0.000383496144646928,5.8234367470101055e-06,3.1104449178224345e-05,2.743718017851309e-07,1.1931652710968919e-06,5.3445578840625,0.0031225923997699285,0.00038588303293567237,5.288654476089369e-06,2.511753595177183e-05,2.725268765262889e-07,9.695999345623363e-07,5.354827993125,0.0034247398053994403,0.00023995968278059393,1.0508584210861572e-06,8.63212405793416e-06,4.745149094197381e-08,1.852713277204585e-07,5.6588472259375,0.004159527495503425,0.000347913570666109,0.0,0.0,0.0,0.0,8.41691800375,0.011824782299809157,9.376460635125141e-05,0.0,0.0,0.0,0.0
70,5.00074564921875,0.0018178383223421406,0.00031867401678988845,5.688554656082193e-06,3.471576277306252e-05,2.5645948494156764e-07,1.1101172039473716e-06,5.0080195840625,0.0019598373835906387,0.0004025447186881438,4.9274606221772395e-06,2.4092341086533003e-05,2.839242459505774e-07,1.188684694407731e-06,5.0183241940625,0.0022802947581512852,0.00019389906029022725,3.604500548000238e-07,4.06725899046573e-06,5.796087830774527e-08,2.3320542704487572e-07,5.3178781875,0.002917123406077735,0.00026421456368740413,0.0,0.0,0.0,0.0,8.04316225,0.009179875481873752,7.603288319925751e-05,0.0,0.0,0.0,0.0
71,4.6796507603125,0.001138151295017451,0.0002474516835301941,4.880328578848083e-06,2.8953021680628286e-05,2.3347982907429732e-07,1.00367553436761e-06,4.68721306953125,0.0012223481994587929,0.00030633340303374087,4.026947254880634e-06,2.2477110162557074e-05,2.7296470375821116e-07,1.2562023249968859e-06,4.69755359140625,0.0014638588911038823,0.00016587666267122496,1.0781122349622409e-06,7.856227167534228e-06,7.90538940307417e-08,2.938185611510592e-07,4.9925368690625005,0.0020048339639324696,0.00017447590921904635,0.0,0.0,0.0,0.0,7.68421684375,0.006990057077025995,6.537135585083129e-05,0.0,0.0,0.0,0.0
72,4.3736657490625,0.0007063263259624364,0.00018281985277073323,2.8780146696258764e-06,1.6469427650831686e-05,2.0450289331703286e-07,9.687743741136724e-07,4.38153718875,0.0007540546497766627,0.0002094997307296405,4.089268071549214e-06,2.2995718608175883e-05,2.5724409630850796e-07,1.177749443715018e-06,4.39192522703125,0.0009273203036282211,0.000137031957051169,1.3501001310802404e-06,8.623335246922683e-06,8.534030407519917e-08,3.038041409553223e-07,4.68226754765625,0.001381486511148978,0.00018872676087532746,0.0,0.0,0.0,0.0,7.33948356875,0.00516061782441102,5.434819045862955e-05,0.0,0.0,0.0,0.0
73,4.0823033046875,0.0004328796711961331,0.00012570579341401089,2.466443317991006e-06,1.5988681272103764e-05,1.9098024462418786e-07,8.875370088695581e-07,4.0904751971875,0.0004620542891643709,0.0001455752130343743,4.132289369816478e-06,2.165573838794885e-05,2.2990024867910346e-07,1.0067142490674841e-06,4.1009228075,0.0005859659359848592,0.00010179766119101593,1.1952754955601992e-06,8.018739668917736e-06,8.315680459627153e-08,2.737470045326202e-07,4.38654191984375,0.0009375821945432108,0.00018059505817688174,0.0,0.0,0.0,0.0,7.008409343125,0.003716733843437396,4.204015308443254e-05,0.0,0.0,0.0,0.0
74,3.8051088703125,0.00026435734642291206,8.403055874215379e-05,2.4335016051299254e-06,1.5498962454835596e-05,1.7724148004401746e-07,7.331348807476295e-07,3.81355774875,0.00028434678185658413,9.68792409448088e-05,3.185252527245055e-06,1.913506882914378e-05,1.9376844017696826e-07,7.968732663898229e-07,3.8240819496875,0.0003655187300973921,6.947407649831135e-05,9.957154465189379e-07,5.9857601195647704e-06,7.964271420055677e-08,2.3869769520895677e-07,4.10487331625,0.0005908559297386092,7.987150521197976e-05,0.0,0.0,0.0,0.0,6.69046821875,0.0026381001175614072,3.126391308594939e-05,0.0,0.0,0.0,0.0
75,3.54165068921875,0.0001630109827447086,5.399959003409643e-05,2.156561990543664e-06,1.33764486022943e-05,1.5959003644078196e-07,5.545172113717691e-07,3.55034033765625,0.00017572488014411646,6.114824060364635e-05,2.7835800558445597e-06,1.600299923864809e-05,1.6518010661334165e-07,5.780370312550788e-07,3.5609638817187497,0.00022752402924015768,4.559327343915971e-05,7.746061400005958e-07,4.67705189466573e-06,7.609242439559919e-08,2.0564776478708404e-07,3.836805145,0.0003732764604501426,3.231024856942067e-05,0.0,0.0,0.0,0.0,6.3851725625,0.001848781097913161,2.3065187967540337e-05,0.0,0.0,0.0,0.0
76,3.2915073112499997,0.00010171284121906865,3.311557155014926e-05,1.6411090239175542e-06,1.0174382118029412e-05,1.4186234276722346e-07,3.9269117685194164e-07,3.30039493765625,0.00011024632570661196,3.721079750487795e-05,2.1926322890338963e-06,1.1687107617461419e-05,1.37398865950026e-07,3.866190149885951e-07,3.31113662140625,0.0001425925576586451,2.7752829222174224e-05,6.816988661692876e-07,4.064534332982439e-06,7.33451127352206e-08,1.715210415867025e-07,3.5818936309375005,0.00023245243962446695,1.2055951128810686e-05,0.0,0.0,0.0,0.0,6.092074624687499,0.0012741921509732493,1.6881104485085253e-05,0.0,0.0,0.0,0.0
77,3.05426277609375,6.449924800335793e-05,1.9281717590561927e-05,1.3448781184170882e-06,6.9174454869677835e-06,1.2805366962469e-07,2.738576195596789e-07,3.06330328296875,7.074539515815559e-05,2.1534422248147384e-05,1.6107480413528676e-06,7.362870183659403e-06,1.1449733326930188e-07,2.499959537674985e-07,3.0741667815625,8.959067210525973e-05,1.6884348204027636e-05,6.235080061356979e-07,3.4313014934806403e-06,6.96347880115071e-08,1.356342168683279e-07,3.33971466359375,0.00014196570073545444,3.1883833573590796e-06,0.0,0.0,0.0,0.0,5.810760128125,0.0008612925110210199,1.2081512010139471e-05,0.0,0.0,0.0,0.0
78,2.82950478140625,4.165271139936522e-05,1.0738617347083164e-05,1.157387048349345e-06,4.59515766115985e-06,1.1610474153557008e-07,1.9776685124348776e-07,2.83865848625,4.618862745883234e-05,1.1678519807491435e-05,1.3535534213632411e-06,4.691120999088301e-06,9.756777797722023e-08,1.706852248415365e-07,2.8496271634375003,5.6011114917964735e-05,1.0140904794229429e-05,5.652011142743493e-07,2.4034309098507602e-06,6.50102420749214e-08,1.0732890742841287e-07,3.1098560371875,8.489154371272889e-05,9.4754883389294e-07,0.0,0.0,0.0,0.0,5.5408402090625,0.0005707072814111598,8.424313708399294e-06,0.0,0.0,0.0,0.0
79,2.616827563046875,2.6623363641192556e-05,5.502103508495431e-06,1.2818203852972381e-06,3.354154034645352e-06,1.0521881379894843e-07,1.503527726163495e-07,2.626059460625,2.9736425017745205e-05,5.680332759992692e-06,1.396038199998731e-06,3.3889148518614254e-06,8.255773510619473e-08,1.225425053198685e-07,2.63710286984375,3.457191434245033e-05,5.467871762470859e-06,7.330006939348946e-07,1.9648894281176446e-06,6.022800428503382e-08,8.880624455055174e-08,2.89191305875,4.953096768622345e-05,3.302601941305351e-07,0.0,0.0,0.0,0.0,5.281944959687499,0.0003704529294191161,5.733942523214455e-06,0.0,0.0,0.0,0.0
80,2.415831559609375,1.6084667970972077e-05,2.3753316090422675e-06,1.6096493955266308e-06,2.6951861174577434e-06,9.119040472300298e-08,1.1531284385982606e-07,2.4251093971875,1.812874627603378e-05,2.323885843329582e-06,1.4319870759659636e-06,2.4843035685515225e-06,6.553009183331491e-08,8.59692087551907e-08,2.4361893656249998,2.062289022251207e-05,2.487801116803633e-06,9.182592903620575e-07,1.6918284587531435e-06,5.22680252321241e-08,7.073689846541408e-08,2.68548796875,2.8136348145380908e-05,1.5256085782081492e-07,0.0,0.0,0.0,0.0,5.033720609375,0.0002351491633016849,3.8128844855344976e-06,0.0,0.0,0.0,0.0
81,2.226121551171875,9.091477772244617e-06,8.055234245242934e-07,1.6744805753652001e-06,2.1183341413820044e-06,7.100008416746947e-08,8.405781905049677e-08,2.2354161130468753,1.0329583712291424e-05,7.799943995411987e-07,1.270592930773738e-06,1.73638446186348e-06,4.681639448167131e-08,5.691775038799797e-08,2.246486543125,1.177227752532417e-05,9.431251715964226e-07,9.227022781706679e-07,1.3856591256728673e-06,4.089173403600833e-08,5.218549085067793e-08,2.490189150859375,1.5529826594502084e-05,8.103935186194425e-08,0.0,0.0,0.0,0.0,4.795825859375,0.00014564127018093132,2.474155121273772e-06,0.0,0.0,0.0,0.0
82,2.0473060917968753,4.861715620336326e-06,2.149975979812274e-07,1.3650367707217973e-06,1.5692445238108358e-06,4.854002851396677e-08,5.712206310301712e-08,2.05659121078125,5.568124313526823e-06,2.1256190290723826e-07,9.068666165376085e-07,1.142809137394993e-06,2.947384839963444e-08,3.551554614643144e-08,2.06760190171875,6.400705469559398e-06,2.882044377500761e-07,7.801911169016814e-07,1.0390427683119017e-06,2.875967591584329e-08,3.5453722274918405e-08,2.305630942890625,8.310471610002424e-06,4.515912937313645e-08,0.0,0.0,0.0,0.0,4.5679296562500005,8.781381615335704e-05,1.563518141216837e-06,0.0,0.0,0.0,0.0
83,1.87899795828125,2.4690332982686414e-06,5.4094537984792537e-08,9.231988040920127e-07,1.0804490450241322e-06,2.962767338262276e-08,3.62766966033116e-08,1.888247230859375,2.8509003917633892e-06,6.466213179347828e-08,5.479121970751157e-07,7.042506943721074e-07,1.681601312237477e-08,2.108139350578748e-08,1.8991492910156251,3.3087712072301658e-06,8.269856417481471e-08,5.449375252957285e-07,7.042157096987038e-07,1.8131854361698503e-08,2.2250908484552323e-08,2.131433273671875,4.300032283481414e-06,2.453651779577558e-08,0.0,0.0,0.0,0.0,4.3497096875,5.1409937552307384e-05,9.594668968587684e-07,0.0,0.0,0.0,0.0
84,1.72081609984375,1.1982438814470698e-06,1.9200666939959615e-08,5.573269794833464e-07,6.889559106733072e-07,1.663601014486306e-08,2.160044029694854e-08,1.7299995948437499,1.3956602318785372e-06,2.354030932273127e-08,3.0469919885323177e-07,4.1281893449592166e-07,9.108275799086007e-09,1.1891506882644144e-08,1.740748033671875,1.6331910715621235e-06,3.048683429423252e-08,3.393290893784138e-07,4.342829351514544e-07,1.057674886432347e-08,1.302461037936918e-08,1.967221611484375,2.1450627516514942e-06,1.3043169503660495e-08,0.0,0.0,0.0,0.0,4.140850921875,2.913162881213793e-05,5.695792934775128e-07,0.0,0.0,0.0,0.0
85,1.572386245625,5.570372317293959e-07,7.370811456931066e-09,3.091153622959369e-07,4.0776952809375933e-07,8.718383553556033e-09,1.210270507349098e-08,1.581471543984375,6.542184644899862e-07,1.119220064183261e-08,1.6603551551192687e-07,2.3067576622158225e-07,4.807842183279765e-09,6.353336160568818e-09,1.592024892109375,7.721676287246737e-07,1.3181406997068071e-08,1.9669159314188628e-07,2.4968821508384127e-07,5.824604568235592e-09,7.213040452940007e-09,1.8126268805468748,1.028408749391474e-06,6.6331277985777936e-09,0.0,0.0,0.0,0.0,3.9410449170312503,1.591831722907955e-05,3.2571097855424407e-07,0.0,0.0,0.0,0.0
86,1.433339662421875,2.4754322836884056e-07,3.9787588260202455e-09,1.601703574212115e-07,2.268606711952565e-07,4.296537485194077e-09,6.430796023002564e-09,1.4422934864062498,2.9379260125494966e-07,4.288295124741804e-09,8.848492930643586e-08,1.213399624869843e-07,2.455348166727576e-09,3.2152875210675925e-09,1.45261496796875,3.497025529384246e-07,5.486887068432735e-09,1.0845102601451768e-07,1.3766414990943267e-07,3.0489061045763742e-09,3.810003196663072e-09,1.6672853631249998,4.722851387271021e-07,3.1720132265170247e-09,0.0,0.0,0.0,0.0,3.7499890790625,8.351389901690709e-06,1.7858465261585157e-07,0.0,0.0,0.0,0.0
87,1.303312331328125,1.0497382887919571e-07,1.7042416692582176e-09,7.801018456460802e-08,1.1952269534761878e-07,1.9920122141609023e-09,3.2599060076738e-09,1.312102045625,1.258470333311834e-07,1.967183950976402e-09,4.493020477256679e-08,5.967570181418506e-08,1.195281527761756e-09,1.5557620733877558e-09,1.322160279375,1.5121840179688206e-07,2.7026418436184987e-09,5.674789473339294e-08,7.23445088777149e-08,1.5067985652063002e-09,1.9084508837172377e-09,1.5308387700000001,2.0701598521810638e-07,1.474228777293077e-09,0.0,0.0,0.0,0.0,3.567386546875,4.1844613417652e-06,9.33836735132422e-08,0.0,0.0,0.0,0.0
88,1.1819448658203127,4.2273384165625316e-08,7.486352912586964e-10,3.543466949841626e-08,5.99586088564828e-08,8.636520308848027e-10,1.5845183576717297e-09,1.1905386137109375,5.1185538634257454e-08,1.0843098855805461e-09,2.163163104512986e-08,2.8588976648641533e-08,5.524115230162166e-10,7.295836456625528e-10,1.2003084825390626,6.229652053768575e-08,1.0075544449826918e-09,2.7593612302504725e-08,3.5811917764304854e-08,6.939217224080896e-10,8.994138277951976e-10,1.402934214609375,8.615354066066061e-08,6.443106313564471e-10,0.0,0.0,0.0,0.0,3.392945765625,1.9896535822567786e-06,4.632426392563773e-08,0.0,0.0,0.0,0.0
89,1.0688821351953124,1.6100698329690743e-08,3.028723270171162e-10,1.4920068186849664e-08,2.902572122002854e-08,3.4870496522081807e-10,7.396453126981701e-10,1.0772492776171874,1.971190889094032e-08,4.0144452349522e-10,9.848933814602995e-09,1.3241200745535241e-08,2.4143429669079684e-10,3.2873873956191824e-10,1.0867102614843749,2.4303498840971827e-08,4.554583805483874e-10,1.235910470046185e-08,1.6542147426635918e-08,2.961125725559647e-10,3.9478217251731415e-10,1.2832241718359374,3.391642903061154e-08,2.653477872750495e-10,0.0,0.0,0.0,0.0,3.2263804531249995,8.9072505841159e-07,2.152969158813064e-08,0.0,0.0,0.0,0.0
90,0.9637737073046876,5.763182290952074e-09,1.421705659697508e-10,5.806744034705884e-09,1.3492343496233972e-08,1.3103969839500742e-10,3.2815905389042387e-10,0.9718858059375,7.145717063616885e-09,1.4798267010305915e-10,4.2061556025990856e-09,5.868732982801748e-09,9.918174686335371e-11,1.416846190107569e-10,0.9810192473046875,8.941661612249519e-09,1.5056562940086675e-10,5.095565826111712e-09,6.9888632303197015e-09,1.1696962548496797e-10,1.6003307027844147e-10,1.1713664806640625,1.2543170642143054e-08,1.0263630835291207e-10,0.0,0.0,0.0,0.0,3.067409453125,3.7217915566145623e-07,9.309070400508614e-09,0.0,0.0,0.0,0.0
91,0.8662732972265625,1.92942186602596e-09,5.698958640766556e-11,2.098792986011553e-09,5.867170857775419e-09,4.607986908205978e-11,1.3548226503434117e-10,0.8741043764062499,2.4256027725821916e-09,5.27786995504607e-11,1.6735094925691187e-09,2.4786490409646756e-09,3.81551653152557e-11,5.855350514791324e-11,0.8828926690234374,3.0789630448557758e-09,5.974054638015963e-11,1.9317432803364176e-09,2.7232834168353295e-09,4.277400300027976e-11,6.057004944073636e-11,1.0670246937109376,4.3282373389796906e-09,3.6994375488363005e-11,0.0,0.0,0.0,0.0,2.91575684390625,1.4362399263490034e-07,3.704154448974862e-09,0.0,0.0,0.0,0.0
92,0.7760378749609375,6.002095641610695e-10,1.7177910457742795e-11,7.119037142421578e-10,2.308246490919337e-09,1.530253243156737e-11,5.1043149617343064e-11,0.7835669111718749,7.65821902531938e-10,1.4855251546501796e-11,6.198490703005041e-10,1.0027978576320452e-09,1.3783494752825543e-11,2.3503899898276012e-11,0.7919930136328125,9.869689095443056e-10,1.897412982360155e-11,6.781376421597929e-10,1.0006746839965113e-09,1.4544338750942063e-11,2.1488376663987957e-11,0.9698760265234375,1.3949425643478009e-09,1.236245114569016e-11,0.0,0.0,0.0,0.0,2.7711520153124996,5.051973056779957e-08,1.3370704294570013e-09,0.0,0.0,0.0,0.0
