level,2D-F10-kappa-0.01_pressure_bar,2D-F10-kappa-0.01_rms_vel1,2D-F10-kappa-0.01_rms_vel1_temporal_std,2D-F100-kappa-0.01_pressure_bar,2D-F100-kappa-0.01_rms_vel1,2D-F100-kappa-0.01_rms_vel1_temporal_std,3D-F10-kappa-0.01_pressure_bar,3D-F10-kappa-0.01_rms_vel1,3D-F10-kappa-0.01_rms_vel1_temporal_std,3D-F100-kappa-0.01_pressure_bar,3D-F100-kappa-0.01_rms_vel1,3D-F100-kappa-0.01_rms_vel1_temporal_std
24,45.8014242575,0.39445077507264265,0.07877319147588978,45.73317692,1.2070548305637117,0.5139249563486361,45.775601684849995,0.5453309985388257,0.10915390283451451,45.75528672709999,1.0296898053209358,0.11995273643183951
25,44.1855885875,0.4035678426280397,0.08129959087192626,44.1172811275,1.2399027711124004,0.5245553963824517,44.159049066399994,0.5578809617116691,0.11272839427036482,44.1388306498,1.054767579098536,0.12283746362342801
26,42.6108861725,0.41247585324563785,0.08401441668486599,42.542580677500005,1.2723758495264612,0.5351764112074228,42.583691592150004,0.5699928984619572,0.11624734707264599,42.563583308575005,1.0790810347633828,0.12557990036665514
27,41.0766815175,0.42114918468909207,0.08697122882905287,41.00843854,1.3039583403625983,0.545307292407247,41.048893004625,0.5816428406050055,0.11969102316132893,41.028907850687496,1.1026252264725347,0.12819641012082153
28,39.582343512499996,0.4294539155706399,0.09007968394836004,39.5142230875,1.3345236756705428,0.5548733723034617,39.55402034315,0.5927981378105212,0.12303736156879366,39.5341709186375,1.1253767160017887,0.13067290761248465
29,38.1272438725,0.43728657564126255,0.09328900473365148,38.05930259625,1.3637885377624572,0.563546047437598,38.0984439592,0.6034296469717714,0.12627517838247315,38.078742319725,1.1472704270750416,0.1329776609777038
30,36.7107588125,0.44467604118609666,0.09662020447291385,36.64305353,1.391484650271335,0.5707663483425879,36.6815374714875,0.6135205151163649,0.12940386400489562,36.6619952296625,1.1682192870568167,0.13508517336965783
31,35.3322668175,0.4516269498252823,0.10001836076564874,35.26485026125,1.4173149417001587,0.5759486722683278,35.302677879925,0.6230530731560453,0.13241811731005604,35.2833061689375,1.188138202523186,0.13698127906611404
32,33.991150435,0.4580720256871061,0.10341104232988005,33.924073776250005,1.4409394009820486,0.5788360148553351,33.9612455454375,0.6319825662232968,0.13529643705870728,33.9420550402375,1.20695457687144,0.13867138365839546
33,32.68679468875,0.4638609601366614,0.10671864681178855,32.62010606875,1.4621564779973695,0.5796225788735979,32.6566242074125,0.6402520742117097,0.13801032508026734,32.63762513885,1.2246107415866228,0.14018078794970756
34,31.41858877875,0.46873451144790507,0.10986839238759925,31.35233542,1.4807308316264156,0.578689311022393,31.388201011350002,0.6478286260167353,0.14054809074482996,31.369403124475,1.24103807232177,0.14152780780243793
35,30.185924545,0.4724474750559122,0.11279311510537897,30.120151701250002,1.4966914495151495,0.5763552217208854,30.1553664672875,0.654691447843602,0.14290330177293212,30.1367791845875,1.256136489070452,0.14270258887519827
36,28.988197491250002,0.47474911002107995,0.11529331184115185,28.92294837625,1.5097137540761352,0.572408607269283,28.9575145363625,0.6608043953699865,0.1450722997328317,28.9391468807875,1.2698158290412518,0.1436915945776231
37,27.82480638625,0.4753944169330746,0.11719292111636248,27.760124180000002,1.519356210098096,0.5668966609927626,27.794042609925,0.6661225911714489,0.1470503196354188,27.775903310025,1.281981979496816,0.14449377333420643
38,26.6951538025,0.4743719385699789,0.11854763288858168,26.63107982625,1.5260015531679627,0.5603076159547504,26.6643515270125,0.6705891527201958,0.14882489247749345,26.646448948725002,1.292496666528871,0.1451049203117201
39,25.59864628625,0.4717422425713425,0.119414841251773,25.535219647499996,1.52987183476481,0.5527697198724841,25.567845657525,0.6741167877560658,0.15036714408290913,25.55018787745,1.3012228022871157,0.14553103336625461
40,24.534693285,0.4674950243128979,0.11972364718155275,24.471951851249997,1.531012659569005,0.5446135246771558,24.5039328880875,0.6766094905822069,0.1516520156749395,24.4865276349625,1.3080122548340651,0.1457875330594267
