level,-nu-0.01_pressure_bar,-nu-0.01_H2O_mean,-nu-0.01_H2O_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_mean,-nu-0.1_H2O_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_mean,-nu-1.0_H2O_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std,-nu-10.0_pressure_bar,-nu-10.0_H2O_mean,-nu-10.0_H2O_std,-nu-10.0_H2O_l__mean,-nu-10.0_H2O_l__std,-nu-10.0_H2O_l_p__mean,-nu-10.0_H2O_l_p__std,-nu-100.0_pressure_bar,-nu-100.0_H2O_mean,-nu-100.0_H2O_std,-nu-100.0_H2O_l__mean,-nu-100.0_H2O_l__std,-nu-100.0_H2O_l_p__mean,-nu-100.0_H2O_l_p__std
0,98.62821193,0.02496455954015255,1.7105790020707132e-07,0.0,0.0,0.0,0.0,98.63060514,0.024964560956694186,1.5742834192489448e-07,0.0,0.0,0.0,0.0,98.65481457499999,0.02496452353708446,9.707919965583402e-10,0.0,0.0,0.0,0.0,99.23616698999999,0.024964522570371628,0.0,0.0,0.0,0.0,0.0,103.19004242000001,0.024964522570371628,0.0,0.0,0.0,0.0,0.0
1,95.82360782500001,0.02500706183258444,1.270777410216686e-05,0.0,0.0,0.0,0.0,95.826080215,0.025090913380496203,2.352196673412232e-05,0.0,0.0,0.0,0.0,95.85010041999999,0.02496552589163184,4.316417542622939e-08,0.0,0.0,0.0,0.0,96.415373,0.024964550513774157,8.321668171766653e-11,0.0,0.0,0.0,0.0,100.26358197,0.02496460778079927,3.1746987527012197e-09,0.0,0.0,0.0,0.0
2,93.079409505,0.025020858925767244,6.3610176553339215e-06,0.0,0.0,0.0,0.0,93.08220868000001,0.025123340064659716,1.3861290430429025e-05,0.0,0.0,0.0,0.0,93.10753248,0.024967094777151942,7.176892255631623e-08,0.0,0.0,0.0,0.0,93.6598465,0.024964550510048866,0.0,0.0,0.0,0.0,0.0,97.417978495,0.024964604517444967,1.3137921672003234e-10,0.0,0.0,0.0,0.0
3,90.39207893999999,0.02502329130936414,3.463672986966744e-06,0.0,0.0,0.0,0.0,90.395211205,0.025128526533022524,8.735472408916414e-06,0.0,0.0,0.0,0.0,90.423393795,0.02496872072480619,7.088257658316188e-08,0.0,0.0,0.0,0.0,90.96808149499999,0.024964550510048866,0.0,0.0,0.0,0.0,0.0,94.6509915,0.024964602664113045,0.0,0.0,0.0,0.0,0.0
4,87.76059313500001,0.025023811856284738,2.722493143468735e-06,0.0,0.0,0.0,0.0,87.76397483999999,0.025129419388249516,6.6135818738746635e-06,0.0,0.0,0.0,0.0,87.79590856,0.024970016034319996,4.949301014208881e-08,0.0,0.0,0.0,0.0,88.338627175,0.02496454905718565,7.715938678833836e-10,0.0,0.0,0.0,0.0,91.9604525,0.024964600801467896,0.0,0.0,0.0,0.0,0.0
5,85.184201125,0.025023912509903313,2.6980955165263817e-06,0.0,0.0,0.0,0.0,85.18782038,0.025129258318804203,6.467851413453708e-06,0.0,0.0,0.0,0.0,85.22400197,0.02497079773247242,2.3860309583532296e-08,0.0,0.0,0.0,0.0,85.7700865,0.024964548647403717,0.0,0.0,0.0,0.0,0.0,89.3442465,0.024964598938822746,0.0,0.0,0.0,0.0,0.0
6,82.66223722,0.025024056890048087,2.6377202862901633e-06,0.0,0.0,0.0,0.0,82.66609669,0.025129036232829093,6.576365567326481e-06,0.0,0.0,0.0,0.0,82.7067968675,0.024971085392870008,4.0802421808001076e-09,0.0,0.0,0.0,0.0,83.261115,0.024964548647403717,0.0,0.0,0.0,0.0,0.0,86.800319,0.024964597076177597,0.0,0.0,0.0,0.0,0.0
7,80.194019885,0.02502424144372344,2.4460646608990042e-06,0.0,0.0,0.0,0.0,80.198122255,0.025128854640759528,6.441795520722309e-06,0.0,0.0,0.0,0.0,80.24346401,0.02497103300318122,6.714146213022786e-09,0.0,0.0,0.0,0.0,80.810415,0.02496454800758511,8.845265263853974e-10,0.0,0.0,0.0,0.0,84.3266765,0.024964595213532448,0.0,0.0,0.0,0.0,0.0
8,77.77886268249999,0.025024438976310192,2.3982890430364056e-06,0.0,0.0,0.0,0.0,77.7832091325,0.02512867185473442,6.383285011590692e-06,0.0,0.0,0.0,0.0,77.8332048575,0.02497083420213312,9.145570184844225e-09,0.0,0.0,0.0,0.0,78.41673813,0.024964546784758568,0.0,0.0,0.0,0.0,0.0,81.92138561499999,0.0249645933508873,0.0,0.0,0.0,0.0,0.0
9,75.416079635,0.025024637739174068,2.4039483983845894e-06,0.0,0.0,0.0,0.0,75.42066979,0.025128610618412494,6.751798088607913e-06,0.0,0.0,0.0,0.0,75.4752616,0.02497064248099923,6.984943151433309e-09,0.0,0.0,0.0,0.0,76.07887681,0.024964546784758568,0.0,0.0,0.0,0.0,0.0,79.58256225,0.02496459148824215,0.0,0.0,0.0,0.0,0.0
10,73.1049888275,0.02502484606485814,2.3424610152609265e-06,0.0,0.0,0.0,0.0,73.109818875,0.025128764276392757,6.970158505700878e-06,0.0,0.0,0.0,0.0,73.168915745,0.024970532144419848,3.47567276496437e-09,0.0,0.0,0.0,0.0,73.79566928,0.024964546765200792,1.8985964939675853e-10,0.0,0.0,0.0,0.0,77.3083775,0.024964589625597,0.0,0.0,0.0,0.0,0.0
11,70.8449109875,0.025025049268268047,2.2950636449481773e-06,0.0,0.0,0.0,0.0,70.84997355,0.025129002197645606,6.8469179723608056e-06,0.0,0.0,0.0,0.0,70.9134727,0.024970501674339174,1.3750194856488669e-09,0.0,0.0,0.0,0.0,71.565991075,0.024964545104652642,5.537916871576276e-10,0.0,0.0,0.0,0.0,75.0970555,0.02496458776295185,0.0,0.0,0.0,0.0,0.0
12,68.63516961,0.02502521430235356,2.302218558772993e-06,0.0,0.0,0.0,0.0,68.6404547625,0.02512924960348755,6.73260760214854e-06,0.0,0.0,0.0,0.0,68.7082485475,0.024970504561439157,1.2024539436808467e-09,0.0,0.0,0.0,0.0,69.388756805,0.02496454492211342,0.0,0.0,0.0,0.0,0.0,72.9468705,0.024964586031623184,4.76814420293454e-10,0.0,0.0,0.0,0.0
13,66.47508961,0.02502531253360212,2.348879271125526e-06,0.0,0.0,0.0,0.0,66.4805857475,0.025129465780220926,6.5917751919979366e-06,0.0,0.0,0.0,0.0,66.55256451999999,0.0249704844718799,2.7560148241957784e-09,0.0,0.0,0.0,0.0,67.26291825,0.02496454492211342,0.0,0.0,0.0,0.0,0.0,70.85614525,0.024964585573412478,7.085394178067654e-10,0.0,0.0,0.0,0.0
14,64.3639996925,0.025025365049019456,2.3990508724083534e-06,0.0,0.0,0.0,0.0,64.3696925375,0.02512963734474033,6.378789899135128e-06,0.0,0.0,0.0,0.0,64.4457478275,0.02497040022537112,6.704289973743656e-09,0.0,0.0,0.0,0.0,65.187459,0.024964544773101807,5.053229617420785e-10,0.0,0.0,0.0,0.0,68.82325075,0.024964584037661552,0.0,0.0,0.0,0.0,0.0
15,62.3012298725,0.02502542663179338,2.4098905538195543e-06,0.0,0.0,0.0,0.0,62.307104322499995,0.02512973953410983,6.203734952207645e-06,0.0,0.0,0.0,0.0,62.387131804999996,0.024970236564055084,1.1357045737546904e-08,0.0,0.0,0.0,0.0,63.161396705,0.024964543097652496,2.639424699314049e-10,0.0,0.0,0.0,0.0,66.8466025,0.024964582175016403,0.0,0.0,0.0,0.0,0.0
16,60.286111854999994,0.02502547842077911,2.4368803006049416e-06,0.0,0.0,0.0,0.0,60.292153645,0.02512979140598327,6.084603769690972e-06,0.0,0.0,0.0,0.0,60.376055735,0.02497000216599554,1.5382499057678684e-08,0.0,0.0,0.0,0.0,61.1837783625,0.02496454305946827,0.0,0.0,0.0,0.0,0.0,64.92466125,0.024964580312371254,0.0,0.0,0.0,0.0,0.0
17,58.31798158750001,0.025025440134108068,2.45919021927029e-06,0.0,0.0,0.0,0.0,58.324174557499994,0.0251298689795658,5.9563479806157955e-06,0.0,0.0,0.0,0.0,58.4118619675,0.02496972116176039,1.775998146669015e-08,0.0,0.0,0.0,0.0,59.25368025,0.02496454305946827,0.0,0.0,0.0,0.0,0.0,63.05593150000001,0.024964578788727522,7.186914389493214e-10,0.0,0.0,0.0,0.0
18,56.396176062500004,0.025025335951708257,2.515077570495866e-06,0.0,0.0,0.0,0.0,56.40250539,0.02512998400069773,5.862415698371954e-06,0.0,0.0,0.0,0.0,56.4938934,0.024969421556219458,1.8529515959694598e-08,0.0,0.0,0.0,0.0,57.370203499999995,0.02496454291511327,4.98039931151342e-10,0.0,0.0,0.0,0.0,61.238959657500004,0.024964578449726105,0.0,0.0,0.0,0.0,0.0
19,54.5200353725,0.025025203722529112,2.6416321776999524e-06,0.0,0.0,0.0,0.0,54.526487180000004,0.025130053993314503,5.8543686603419655e-06,0.0,0.0,0.0,0.0,54.621491137499994,0.024969123035669328,1.8508570152121184e-08,0.0,0.0,0.0,0.0,55.532478250000004,0.024964541237801313,2.7321899754269275e-10,0.0,0.0,0.0,0.0,59.47233375,0.024964576587080956,0.0,0.0,0.0,0.0,0.0
20,52.688902535,0.025024994760751724,2.8328287121435494e-06,0.0,0.0,0.0,0.0,52.69546403,0.025130058109760284,5.836594926904641e-06,0.0,0.0,0.0,0.0,52.793994115000004,0.024968826817348598,1.8996184065973632e-08,0.0,0.0,0.0,0.0,53.73965475,0.02496454119682312,0.0,0.0,0.0,0.0,0.0,57.75468025000001,0.024964574724435806,0.0,0.0,0.0,0.0,0.0
21,50.902123815,0.02502475091908127,3.1206328640955377e-06,0.0,0.0,0.0,0.0,50.908783105,0.025130046585574745,5.8194127295135345e-06,0.0,0.0,0.0,0.0,51.010744065,0.024968513302505015,2.1213879442176585e-08,0.0,0.0,0.0,0.0,51.990908,0.02496454119682312,0.0,0.0,0.0,0.0,0.0,56.084664749999995,0.024964574705809355,1.8533085232723867e-10,0.0,0.0,0.0,0.0
22,49.1590490225,0.025024497619830072,3.5467843048824227e-06,0.0,0.0,0.0,0.0,49.165794565000006,0.02512997113727033,5.937543653872052e-06,0.0,0.0,0.0,0.0,49.2710899675,0.024968151174485684,2.5132980701281752e-08,0.0,0.0,0.0,0.0,50.28543175,0.02496454119682312,0.0,0.0,0.0,0.0,0.0,54.460989749999996,0.024964572861790657,0.0,0.0,0.0,0.0,0.0
23,47.4590306775,0.02502414351515472,4.1624162249132215e-06,0.0,0.0,0.0,0.0,47.4658516075,0.02512979743629694,6.199860308672433e-06,0.0,0.0,0.0,0.0,47.57439020499999,0.024967716365121306,2.9625417635332887e-08,0.0,0.0,0.0,0.0,48.622440499999996,0.024964539570733905,6.202104908900277e-10,0.0,0.0,0.0,0.0,52.882394749999996,0.024964570999145508,0.0,0.0,0.0,0.0,0.0
24,45.8014242575,0.02502367741893977,4.990987478796173e-06,0.0,0.0,0.0,0.0,45.80831009,0.02512964000366628,6.442589619102056e-06,0.0,0.0,0.0,0.0,45.92000747,0.024967211448587476,3.2781047529336187e-08,0.0,0.0,0.0,0.0,47.001166749999996,0.02496453933417797,0.0,0.0,0.0,0.0,0.0,51.34765546249999,0.024964570999145508,0.0,0.0,0.0,0.0,0.0
25,44.1855885875,0.025023190923035146,5.823285797782019e-06,0.0,0.0,0.0,0.0,44.192529365,0.025129573801532388,6.461005302401759e-06,0.0,0.0,0.0,0.0,44.30730071999999,0.024966672737151384,3.288737018878466e-08,0.0,0.0,0.0,0.0,45.420861519999995,0.02496453933417797,0.0,0.0,0.0,0.0,0.0,49.855577249999996,0.02496456913650036,0.0,0.0,0.0,0.0,0.0
